symbol,id,type,exchange,en_organ_name,en_organ_short_name,organ_short_name,organ_name
LAF,8424698,STOCK,HSX,Long An Food Processing Export Joint Stock Company,Long An Food Processing,Chế biến Hàng XK Long An,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An
L63,8425478,STOCK,UPCOM,Lilama 69-3 Joint Stock Company,Lilama 69-3,Lilama 69-3,Công ty Cổ phần Lilama 69-3
L62,8425946,STOCK,UPCOM,LILAMA 69 - 2 Joint Stock Company,Lilama 62,LILAMA 69.2,Công ty Cổ phần Lilama 69 - 2
L61,8425674,STOCK,UPCOM,Lilama 69-1 Joint Stock Company,Lilama 61,LILAMA 69-1,Công ty Cổ phần Lilama 69-1
L45,8426074,STOCK,UPCOM,Lilama 45.1 Joint Stock Company,LILAMA 45.1,Lilama 45.1,Công ty Cổ phần Lilama 45.1
L44,8425627,STOCK,UPCOM,LILAMA 45.4 Joint Stock Company,LILAMA 45.4,LILAMA 45.4,Công ty Cổ phần Lilama 45.4
L43,8425568,STOCK,UPCOM,Lilama 45.3 Joint Stock Company,Lilama 43,LILAMA 45.3,Công ty Cổ phần Lilama 45.3
L40,8425696,STOCK,HNX,40 Investment and Construction Joint Stock Company,40 Investment and Construction,Đầu tư và Xây dựng 40,Công ty Cổ phần Đầu tư và Xây dựng 40
L35,8425091,STOCK,UPCOM,Erection Mechanical Joint Stock Company,Lilama 35,Cơ khí Lilama,Công ty Cổ phần Cơ khí Lắp máy Lilama
L18,8425928,STOCK,HNX,Construction and Investment Joint Stock Company No18,Licogi 18,LICOGI - 18,Công ty Cổ phần Đầu tư và Xây dựng số 18
L14,8425873,STOCK,HNX,Licogi 14 Joint Stock Company,Licogi 14,Licogi 14,Công ty Cổ phần Licogi 14
L12,8425922,STOCK,UPCOM,Licogi 12 Joint Stock Company,LICOGI 12,LICOGI 12,Công ty Cổ phần Licogi 12
L10,8424568,STOCK,HSX,Lilama 10 Joint Stock Company,Lilama 10,LILAMA 10,Công ty Cổ phần Lilama 10
KWA,14515088,STOCK,UPCOM,Kien Tuong Water Supply Sewerage and Environment Joint Stock Company,Kien Tuong Water Supply,Cấp thoát nước Kiến Tường,Công ty Cổ phần Cấp thoát nước và Môi trường Kiến Tường
KVC,8425315,STOCK,UPCOM,Kim Vi Inox Import Export Production Joint Stock Company,Kim Vi Inox Import Export Production,XNK Inox Kim Vĩ,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ
KTW,13199292,STOCK,UPCOM,Kon Tum Water Supply Joint Stock Company,Kon Tum Water Supply,Cấp nước Kon Tum,Công ty Cổ phần Cấp nước Kon Tum
KTT,8425891,STOCK,DELISTED,KTT Investment Group Joint Stock Company,KTT Investment Group,Tập đoàn Đầu tư KTT,Công ty Cổ phần Tập đoàn Đầu tư KTT
KTS,8425660,STOCK,HNX,Kon Tum Sugar Joint Stock Company,Kon Tum Sugar,Đường Kon Tum,Công ty Cổ phần Đường Kon Tum
KTL,8425526,STOCK,UPCOM,ThangLong Metal Wares Joint Stock Company,Thang Long Metal Wares,Kim khí Thăng Long,Công ty Cổ phần Kim khí Thăng Long
KTC,8425726,STOCK,UPCOM,Kien Giang Trading Joint Stock Company,Kien Giang Trading,Thương mại Kiên Giang,Công ty Cổ phần Thương mại Kiên Giang
KSV,8426091,STOCK,HNX,Vinacomin - Minerals Holding Corporation,Vinacomin - Minerals Holding,Khoáng sản TKV,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần
KST,8426156,STOCK,HNX,Kasati Joint Stock Company,KASATI,KASATI,Công ty Cổ phần KASATI
KSQ,8425890,STOCK,HNX,CNC Capital Viet Nam Joint Stock Company,CNC Capital Viet Nam,CNC Capital Việt Nam,Công ty Cổ phần CNC Capital Việt Nam
KSH,9679645,STOCK,UPCOM,Damac GLS Joint Stock Company,Damac GLS,Damac GLS,Công ty Cổ phần Damac GLS
KSF,8425399,STOCK,HNX,Sunshine Group Joint Stock Company,Sunshine Group,Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine
KSD,8425344,STOCK,HNX,DNA Investement Joint Stock Company,DNA Investement,Đầu tư DNA,Công ty Cổ phần Đầu tư DNA
KSB,8424701,STOCK,HSX,Binh Duong Mineral And Construction Joint Stock Company,Binh Duong mineral,Khoáng sản Bình Dương,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương
KPF,8424708,STOCK,HSX,KOJI Asset Investment Joint Stock Company,KOJI Asset Investment,Đầu tư Tài sản KOJI,Công ty Cổ phần Đầu tư Tài sản KOJI
KOS,8424959,STOCK,HSX,KOSY Joint Stock Company,KOSY Company,Công ty KOSY,Công ty Cổ phần KOSY
KMT,8425284,STOCK,HNX,Central Vietnam Metal Corporation,Central Vietnam Metal,Kim khí Miền Trung,Công ty Cổ phần Kim khí Miền Trung
KMR,8424575,STOCK,HSX,MIRAE Joint Stock Company,MIRAE,MIRAE,Công ty Cổ phần Mirae
KLM,8424970,STOCK,DELISTED,Nghe Tinh Non - Ferous Metal Joint Stock Company,Nghe Tinh Non - Ferous Metal,Kim loại màu Nghệ Tĩnh,Công ty Cổ phần Kim loại màu Nghệ Tĩnh
KLF,8425402,STOCK,UPCOM,CFS Investment and Import Export Trading Joint Stock Company,KLF Global,KLF Global,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS
KLB,8426093,STOCK,UPCOM,Kien Long Commercial Joint Stock Bank,KienlongBank,KienlongBank,Ngân hàng Thương mại Cổ phần Kiên Long
KKC,8425827,STOCK,HNX,Thanh Thai Group Joint Stock Company,TTGroup JSC,Tập đoàn Thành Thái,Công ty Cổ phần Tập đoàn Thành Thái
KIP,8425833,STOCK,UPCOM,Vietnam K.I.P Joint Stock Company,VINAKIP,K.I.P Việt Nam,Công ty Cổ phần K.I.P Việt Nam
KHW,8425128,STOCK,UPCOM,Khanh Hoa Water Supply And Sewerage Joint Stock Company,Khanh Hoa Water Supply And Sewerage,Cấp thoát nước Khánh Hòa,Công ty Cổ phần Cấp thoát nước Khánh Hòa
KHS,8425590,STOCK,HNX,Kien Hung Joint Stock Company,KIHUSEA VN,Thủy sản Kiên Hùng,Công ty Cổ phần Kiên Hùng
KHP,8425008,STOCK,HSX,Khanh Hoa Power Joint Stock Company,Khanh Hoa Power,Điện lực Khánh Hòa,Công ty Cổ phần Điện lực Khánh Hòa
KHL,8425095,STOCK,UPCOM,Hung Long Mineral And Building Material Joint Stock Company,Hung Long Building Material,VLXD Hưng Long,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long
KHG,8424494,STOCK,HSX,Khai Hoan Land Group Joint Stock Company,Khai Hoan Land Group,Tập đoàn Khải Hoàn Land,Công ty Cổ phần Tập đoàn Khải Hoàn Land
KHD,8426031,STOCK,UPCOM,Hai Duong Mineral Eineal Processing Joint Stock Company,Hai Duong Mineral,Khoáng sản Hải Dương,"Công ty Cổ phần Khai thác, Chế biến Khoáng sản Hải Dương"
KHB,9679644,STOCK,DELISTED,HoaBinh Mineral Joint Stock Company,HoaBinh Mineral,Khoáng sản Hòa Bình,Công ty Cổ phần Khoáng sản Hòa Bình
KHA,8426102,STOCK,DELISTED,Khanh Hoi Investment and Services Corporation,Khanh Hoi Investment and Services,Đầu tư và DV Khánh Hội,Công ty Cổ phần Đầu tư và Dịch vụ Khánh Hội
KGM,8425681,STOCK,UPCOM,Kien Giang Import & Export Joint Stock Company,Kien Giang Import Export,XNK Kiên Giang,Công ty Cổ phần Xuất nhập khẩu Kiên Giang
KDM,8425702,STOCK,HNX,GCL Group Joint Stock Company,GCL Group,Tập đoàn GCL,Công ty Cổ phần Tập đoàn GCL
KDH,8424754,STOCK,HSX,Khang Dien House Trading and Investment Joint Stock Company,Khang Dien House,Nhà Khang Điền,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền
KDC,8424757,STOCK,HSX,KIDO Group Corporation,KIDO Group,Tập đoàn KIDO,Công ty Cổ phần Tập đoàn KIDO
KCE,8425588,STOCK,UPCOM,Khanh Hoa Power Centrifugal Concrete Joint Stock Company,KPCECO,Bê tông Ly tâm ĐL Khánh Hòa,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa
KCB,8425905,STOCK,UPCOM,Cao Bang Mineral and Metallurgical Joint Stock Company,Cao Bang Mineral and Metallurgical,Khoáng Sản Luyện Kim Cao Bằng,Công ty Cổ phần Khoáng Sản và Luyện Kim Cao Bằng
KBC,8424911,STOCK,HSX,Kinh Bac City Development Holding Corporation,Kinh Bac Urban Development,TCT Đô thị Kinh Bắc,Tổng Công ty Phát triển Đô thị Kinh Bắc
KAC,8425122,STOCK,UPCOM,Khang An Investment Real Estate Joint Stock Company,Khang An Real Estate,Địa ốc Khang An,Công ty Cổ phần Đầu tư Địa ốc Khang An
JVC,8424981,STOCK,HSX,Japan Vietnam Medical Investment and Development Joint Stock Company,Japan Vietnam Medical Investment and Development,Đầu tư và Phát triển Y tế Việt Nhật,Công ty Cổ phần Đầu tư và Phát triển Y tế Việt Nhật
JOS,8425691,STOCK,UPCOM,Minh Hai Export Frozen Seafood Processing Joint Stock Company,Minh Hai Jostoco,Thủy sản Minh Hải,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải
IVS,8425390,STOCK,HNX,Guotai Junan Securities (Vietnam) Corp.,Guotai Junan Securities (Vietnam),Chứng khoán Guotai Junan (Việt Nam),Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam)
ITS,8425914,STOCK,UPCOM,"Vinacomin - Investment, Trading and Service Joint Stock Company",V-ITASCO,Thương mại và DV - Vinacomin,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin"
ITQ,8425745,STOCK,HNX,Thien Quang Group Joint Stock Company,Thien Quang Group,Tập đoàn Thiên Quang,Công ty Cổ phần Tập đoàn Thiên Quang
ITD,8424936,STOCK,HSX,Innovative Technology Development Corporation,Innovative Technology Development,Công nghệ Tiên Phong,Công ty Cổ phần Công nghệ Tiên Phong
ITC,8424607,STOCK,HSX,Investment and Trading of Real Estate Joint stock Company,Investment and Trading of Real Estate,Đầu tư kinh doanh Nhà,Công ty Cổ phần Đầu tư - Kinh doanh nhà
ITA,8424904,STOCK,HSX,Tan Tao Investment and Industry Corporation,Tan Tao Industrial Park,Đầu tư CN Tân Tạo,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo
IST,8425607,STOCK,UPCOM,Tan Cang Song Than ICD Joint Stock Company,Tan Cang Song Than ICD,ICD Tân Cảng Sóng Thần,Công ty Cổ phần ICD Tân Cảng Sóng Thần
ISH,8425644,STOCK,UPCOM,IDICO Srok Phu Mieng Hydropower Joint Stock Company,Srok Phu Mieng Hydropower,Thủy điện Srok Phu Miêng,Công ty Cổ phần Thủy điện Srok Phu Miêng IDICO
ISG,8425514,STOCK,UPCOM,International Shipping and Labour Cooperation Joint Stock Company,International Shipping and Labour Cooperation,Vận tải biển và Hợp tác LĐ Quốc Tế,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế
IRC,8425773,STOCK,UPCOM,Industrial Rubber Joint Stock Company,Industrial Rubber,Cao su Công nghiệp,Công ty Cổ phần Cao su Công nghiệp
IPH,8424877,STOCK,DELISTED,,,,
IPA,8425411,STOCK,HNX,I.P.A Investments Group Joint Stock Company,I.P.A Investments Group,Tập đoàn Đầu tư I.P.A,Công ty Cổ phần Tập đoàn Đầu tư I.P.A
INN,8425351,STOCK,HNX,Agriculture Printing And Packaging Joint Stock Company,Agriculture Printing And Packaging,Bao bì và In Nông Nghiệp,Công ty Cổ phần Bao bì và In Nông nghiệp
ING,13669786,STOCK,UPCOM,Investment & Construction Development Corporation,Investco.corp,Đầu Tư Và Pt Xây Dựng,Công ty Cổ phần Đầu Tư Và Phát Triển Xây Dựng
INC,8426086,STOCK,HNX,IDICO Investment Consultancy Joint Stock Company,IDICO Investment Consultancy,Tư vấn Đầu tư IDICO,Công ty Cổ phần Tư vấn Đầu tư IDICO
IN4,8425483,STOCK,UPCOM,No 4 Printing Joint Stock Company,No 4 Printing,In số 4,Công ty Cổ phần In số 4
IMP,8424942,STOCK,HSX,Imexpharm Pharmaceutical Joint Stock Company,Imexpharm Pharmaceutical,IMEXPHARM,Công ty Cổ phần Dược phẩm IMEXPHARM
IME,8425542,STOCK,UPCOM,Mechanical and Industrial Construction Joint Stock Company,Mechanical and Industrial Construction,Xây lắp Công nghiệp,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp
ILS,8425183,STOCK,UPCOM,International Investment Trade and Service Joint Stock Company,International Investment Trade,TM và Dịch vụ Quốc tế,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế
ILC,8425329,STOCK,UPCOM,International Labour and Services Joint Stock Company,International Labour and Services,Hợp tác lao động với nước ngoài,Công ty Cổ phần Hợp tác lao động với nước ngoài
ILB,8424872,STOCK,HSX,ICD Tan Cang - Long Binh Joint Stock Company,ICD Tan Cang Long Binh,ICD Tân Cảng Long Bình,Công ty Cổ phần ICD Tân Cảng - Long Bình
ILA,8426160,STOCK,UPCOM,ILA Joint Stock Company,ILA JSC,Công ty ILA,Công ty Cổ phần ILA
IJC,8424629,STOCK,HSX,Becamex Infrastructure Development Joint Stock Company,Becamex IJC,Becamex IJC,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật
IHK,8426212,STOCK,UPCOM,Aviation Printing Joint Stock Company,"AVIPRINT.,JSC",In Hàng Không,Công ty Cổ phần In Hàng Không
IFS,8425994,STOCK,UPCOM,Interfood Shareholding Company,Interfood,Thực phẩm Quốc tế,Công ty Cổ phần Thực phẩm Quốc tế
IDV,8425904,STOCK,HNX,Vinh Phuc Infrastructure Development Joint Stock Company,Vinh Phuc Infrastructure Development,PT Hạ tầng Vĩnh Phúc,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc
IDP,8424534,STOCK,UPCOM,LOF International Dairy Products Joint Stock Company,LOF International Dairy Products,Sữa Quốc tế LOF,Công ty Cổ phần Sữa Quốc tế LOF
IDJ,8425442,STOCK,HNX,IDJ Vietnam Investment Joint Stock Company,"IDJ Investment., JSC",Đầu tư IDJ Việt Nam,Công ty Cổ phần Đầu tư IDJ Việt Nam
IDI,8424871,STOCK,HSX,I.D.I International Development and Investment Corporation,I.D.I International Development & Investment,Đầu tư và PT Đa Quốc Gia,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I
IDC,8425460,STOCK,HNX,IDICO Corporation - JSC,IDICO,IDICO,Tổng Công ty IDICO - CTCP
ICT,8424886,STOCK,HSX,Joint Stock Company for Telecoms and Informatics,Telecoms and Informatics,Viễn thông - Tin học Bưu điện,Công ty Cổ phần Viễn thông - Tin học Bưu điện
ICN,8425601,STOCK,UPCOM,IDICO Investment Construction Oil and Natural Gas Joint Stock Company,IDICO-CONAC,XD Dầu Khí IDICO,Công ty Cổ phần Đầu tư Xây dựng Dầu khí IDICO
ICI,8425558,STOCK,UPCOM,Industrial Construction and Investment Joint Stock Company,Industrial Construction and Investment,Đầu tư và XD Công nghiệp,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp
ICG,8425292,STOCK,HNX,SONG HONG Construction Joint stock Company,Song Hong Construction,Xây dựng Sông Hồng,Công ty Cổ phần Xây dựng Sông Hồng
ICF,8425154,STOCK,UPCOM,Investment Commerce Fisheries Corporation,INCOMFISH CORP,ĐT TM Thủy sản,Công ty Cổ phần Đầu tư - Thương mại - Thuỷ sản
ICC,8425634,STOCK,UPCOM,Industrial Construction Joint Stock Company,Industrial Construction,Xây dựng công nghiệp,Công ty Cổ phần Xây dựng công nghiệp
IBN,8425464,STOCK,DELISTED,Newspaper Nghe An Printing Joint Stock Company,Newspaper Nghe An Printing,In báo Nghệ An,Công ty Cổ phần In báo Nghệ An
IBD,8425081,STOCK,UPCOM,Binh Duong General Printing Joint Stock Company,Binh Duong General Printing,In Tổng hợp Bình Dương,Công ty Cổ phần In Tổng hợp Bình Dương
IBC,8424768,STOCK,UPCOM,APAX Holdings Joint Stock Company,APAX Holdings,Đầu tư APAX Holdings,Công ty Cổ phần Đầu tư APAX Holdings
HWS,8425461,STOCK,UPCOM,Hue Water Supply Joint Stock Company,Hue Water Supply,Cấp nước Huế,Công ty Cổ phần Cấp nước Huế
HVX,8425020,STOCK,HSX,Vicem Hai Van Cement Joint Stock Company,Vicem Hai Van,Xi măng Vicem Hải Vân,Công ty Cổ phần Xi măng Vicem Hải Vân
HVT,8425725,STOCK,HNX,Viet Tri Chemical Joint Stock Company,Viet Tri Chemical,Hóa chất Việt trì,Công ty Cổ phần Hóa chất Việt Trì
HVN,8424641,STOCK,HSX,Vietnam Airlines Joint Stock Company,Vietnam Airlines,Vietnam Airlines,Tổng Công ty Hàng không Việt Nam - CTCP
HVH,8424913,STOCK,HSX,HVC Investment And Technology Joint Stock Company,HVC Investment And Technology,Đầu tư và Công nghệ HVC,Công ty Cổ phần Đầu tư và Công nghệ HVC
HVG,8425794,STOCK,UPCOM,Hung Vuong Corporation,Hung Vuong Corporation,Thủy sản Hùng Vương,Công ty Cổ phần Hùng Vương
HVA,8425921,STOCK,UPCOM,HVA Investment Joint Stock Company,HVA Investment,Đầu tư HVA,Công ty Cổ phần Đầu tư HVA
HUX,8424588,STOCK,DELISTED,,,,
HUT,8425385,STOCK,HNX,Tasco Joint Stock Company,Tasco,Tasco,Công ty Cổ phần Tasco
HUG,8425977,STOCK,UPCOM,Hung Yen Garment Corporation - Joint Stock Company,Hung Yen Garment,May Hưng Yên,Tổng công ty May Hưng Yên - Công ty Cổ phần
HUB,8424616,STOCK,HSX,Thua Thien Hue Construction Joint Stock Company,Hue Construction,Xây lắp Huế,Công ty Cổ phần Xây lắp Thừa Thiên Huế
HU6,8425566,STOCK,UPCOM,HUD6 City and Housing Development Investment Joint Stock Company,HUD6,PT Nhà và Đô thị HUD6,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD6
HU4,8426148,STOCK,UPCOM,HUD4 Investment and Construction Joint Stock Company,HUD4,Đầu tư và Xây dựng HUD4,Công ty Cổ phần Đầu tư và Xây dựng HUD4
HU3,8424461,STOCK,UPCOM,HUD3 Investment and Construction Joint Stock Company,HUD3 Construction,Xây dựng HUD3,Công ty Cổ phần Đầu tư và Xây dựng HUD3
HU1,8424818,STOCK,HSX,HUD1 Investment And Construction Joint Stock Company,"HUD1.,JSC",Xây dựng HUD1,Công ty Cổ phần Đầu tư và Xây dựng HUD1
HTW,8425151,STOCK,DELISTED,Ha Tinh Water Supply Joint Stock Company,Ha Tinh Water Supply,Cấp nước Hà Tĩnh,Công ty Cổ phần Cấp nước Hà Tĩnh
HTV,8425001,STOCK,HSX,Logistics Vicem Joint Stock Company,Logistics Vicem,Logistics Vicem,Công ty Cổ phần Logistics Vicem
HTT,8425484,STOCK,UPCOM,Ha Tay Trading Joint Stock Company,Ha Tay Trading,Thương mại Hà Tây,Công ty Cổ phần Thương mại Hà Tây
HTR,8425541,STOCK,DELISTED,Ha Thai Railway Joint Stock Company,Ha Thai Railway,Đường sắt Hà Thái,Công ty Cổ phần Đường sắt Hà Thái
HTP,8425976,STOCK,UPCOM,Hoa Phat Textbook Book Joint Stock Company,Hoa Phat Textbook Book,In SGK Hòa Phát,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát
HTN,8424592,STOCK,HSX,Hung Thinh Incons Joint Stock Company,Hung Thinh Incons,Hưng Thịnh Incons,Công ty Cổ phần Hưng Thịnh Incons
HTM,8425880,STOCK,UPCOM,Hanoi Trade Joint Stock Corporation,Hanoi Trade - Hapro,Thương mại Hà Nội - Hapro,Tổng Công ty Thương mại Hà Nội – Công ty cổ phần
HTL,8424750,STOCK,HSX,Truong Long Engineering and Auto Joint Stock Company,Truong Long Auto,Ô tô Trường Long,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long
HTK,8424780,STOCK,DELISTED,,,,
HTI,8424867,STOCK,HSX,IDICO Infrastructure Development Investment Joint Stock Company,IDICO-IDI,PT Hạ tầng IDICO,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO
HTH,8425572,STOCK,DELISTED,Vinacomin - Pilot Joint Stock Company,Vinacomin - Pilot JSC  (VPC),Hoa tiêu Hàng hải - TKV,Công ty Cổ phần Hoa tiêu Hàng hải - TKV
HTG,8425042,STOCK,HSX,Hoa Tho Textile - Garment Joint Stock Corporation,Hoa Tho Textile - Garment,Dệt may Hòa Thọ,Tổng Công ty Cổ phần Dệt may Hòa Thọ
HTE,8425255,STOCK,UPCOM,Ho Chi Minh City Electric Power Trading Investment Corporation,HCMPC Tradincorp,Kinh doanh điện lực TP HCM,Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh
HTC,8425229,STOCK,HNX,Hocmon Trade Joint Stock Company,Hocmon Trade,Thương mại Hóc Môn,Công ty Cổ phần Thương mại Hóc Môn
HT1,8424529,STOCK,HSX,VICEM Ha Tien Cement Joint Stock Company,VICEM Ha Tien,VICEM Hà Tiên,Công ty Cổ phần Xi măng VICEM Hà Tiên
HSV,8425962,STOCK,UPCOM,HSV Viet Nam Group Joint Stock Company,Ha Noi Iron And Steel,Gang Thép Hà Nội,Công ty Cổ phần Tập đoàn HSV Việt Nam
HSP,8425179,STOCK,UPCOM,Ha Noi Synthetic Paint Joint Stock Company,Ha Noi Synthetic Paint,Sơn Tổng hợp Hà Nội,Công ty Cổ phần Sơn Tổng hợp Hà Nội
HSM,8426219,STOCK,UPCOM,HaNoi Textile And Garment Joint Stock Corporation,HANOSIMEX,HANOSIMEX,Tổng Công ty Cổ phần Dệt May Hà Nội
HSL,8425010,STOCK,HSX,Hong Ha Food Investment Development Joint Stock Company,Hong Ha Food,Thực phẩm Hồng Hà,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà
HSI,8425165,STOCK,UPCOM,General Materials Biochemistry Fertilizer Joint Stock Company,MF JSC,Phân bón Hóa sinh,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh
HSG,8424917,STOCK,HSX,Hoa Sen Group,Hoa Sen Group,Tập đoàn Hoa Sen,Công ty Cổ phần Tập đoàn Hoa Sen
HSA,9679643,STOCK,UPCOM,HESTIA Joint Stock Company,HESTIA,HESTIA,Công ty Cổ phần HESTIA
HRT,8426177,STOCK,DELISTED,Hanoi Railway Transport Joint Stock Company,Hanoi Railway Transport,Vận tải đường sắt Hà Nội,Công ty Cổ phần Vận tải đường sắt Hà Nội
HRC,8424606,STOCK,HSX,Hoa Binh Rubber Joint Stock Company,Hoa Binh Rubber,Cao su Hòa Bình,Công ty Cổ phần Cao su Hòa Bình
HRB,8425554,STOCK,UPCOM,Harec Investment and Trade Joint Stock Company,Harec Investment and Trade,Harec Đầu tư và Thương Mại,Công ty Cổ phần Harec Đầu tư và Thương Mại
HQC,8424655,STOCK,HSX,Hoang Quan Consulting Trading Service Real Estate Corporation,Hoang Quan Real Estate,Địa ốc Hoàng Quân,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân
HPX,8424679,STOCK,HSX,Hai Phat Investment Joint Stock Company,Hai Phat Investment,Đầu tư Hải Phát,Công ty Cổ phần Đầu tư Hải Phát
HPW,8425805,STOCK,UPCOM,Hai Phong Water Joint Stock Company,Hai Phong Water,Cấp nước Hải Phòng,Công ty Cổ phần Cấp nước Hải Phòng
HPT,8426059,STOCK,UPCOM,HPT Vietnam Corporation,HPT Vietnam Corp.,DV Công nghệ Tin học HPT,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT
HPP,8426001,STOCK,UPCOM,Hai Phong Paint Joint Stock Company,Hai Phong Paint,Sơn Hải Phòng,Công ty Cổ phần Sơn Hải Phòng
HPM,8425540,STOCK,UPCOM,Hoang Phuc Mineral Trading and Contruction Joint Stock Company,Hoang Phuc Mineral,Khoáng sản Hoàng Phúc,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc
HPI,8425693,STOCK,UPCOM,Hiep Phuoc Industrial Park Joint Stock Company,Hiep Phuoc Industrial Park,Khu công nghiệp Hiệp Phước,Công ty Cổ phần Khu công nghiệp Hiệp Phước
HPH,8426040,STOCK,UPCOM,Ha Bac Hung Phat Chemical Joint Stock Company,Ha Bac Hung Phat Chemical,Hóa Chất Hưng Phát Hà Bắc,Công ty Cổ phần Hóa Chất Hưng Phát Hà Bắc
HPG,8424756,STOCK,HSX,Hoa Phat Group Joint Stock Company,Hoa Phat Group,Hòa Phát,Công ty Cổ phần Tập đoàn Hòa Phát
HPD,8425168,STOCK,UPCOM,Dak Doa Hydropower Joint Stock Company,Dak Doa Hydropower,Thủy điện Đăk Đoa,Công ty Cổ phần Thủy điện Đăk Đoa
HPB,8425611,STOCK,UPCOM,PP Pack Making Joint Stock Company,PP Pack Making,Bao bì PP,Công ty Cổ phần Bao bì PP
HOT,8424912,STOCK,UPCOM,Hoi An Tourist Service Joint Stock Company,Hoi An Travel,Du lịch - DV Hội An,Công ty Cổ phần Du lịch - Dịch vụ Hội An
HOM,8425576,STOCK,HNX,VICEM Hoang Mai Cement Joint Stock Company,VICEM Hoang Mai cement,Xi măng VICEM Hoàng Mai,Công ty Cổ phần Xi măng VICEM Hoàng Mai
HNT,8425961,STOCK,DELISTED,Hanoi Tram Joint Stock Company,Hanoi Tram,Xe điện Hà Nội,Công ty Cổ phần Xe điện Hà Nội
HNR,8425646,STOCK,UPCOM,Hanoi Liquor And Beverage Joint Stock Company,Hanoi Liquor And Beverage - HALICO,Cồn Rượu và Nước Giải Khát Hà Nội,Công ty Cổ phần Rượu và Nước Giải Khát Hà Nội
HNP,8425468,STOCK,UPCOM,Hanel Plastics Joint Stock Company,Hanel Plastics,Hanel Xốp Nhựa,Công ty Cổ phần Hanel Xốp Nhựa
HNM,8425100,STOCK,UPCOM,Ha Noi Milk Joint Stock Company,Hanoi Milk,HANOIMILK,Công ty Cổ phần Sữa Hà Nội
HNI,8425694,STOCK,UPCOM,Huu Nghi Garment Joint Stock Company,Huu Nghi Garment,May Hữu Nghị,Công ty Cổ phần May Hữu Nghị
HNG,8425032,STOCK,UPCOM,Hoang Anh Gia Lai Agricultural Joint Stock Company,Hoang Anh Gia Lai Agricultural,Nông nghiệp Quốc tế HAGL,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai
HNF,8425600,STOCK,UPCOM,Huu Nghi Food Joint Stock Company,Huu Nghi Food,Bánh kẹo Hữu Nghị,Công ty Cổ phần Thực phẩm Hữu Nghị
HNE,8425056,STOCK,DELISTED,,,,
HND,8425450,STOCK,UPCOM,Hai Phong Thermal power Joint Stock Company,Hai Phong Thermal power,Nhiệt điện Hải Phòng,Công ty Cổ phần Nhiệt điện Hải Phòng
HNB,8426143,STOCK,UPCOM,Ha Noi Transport Station Joint Stock Company,Ha Noi Transport Station,Bến xe Hà Nội,Công ty Cổ phần Bến xe Hà Nội
HNA,8426089,STOCK,HSX,Hua Na Hydropower Joint Stock Company,Hua Na Hydropower,Thủy điện Hủa Na,Công ty Cổ phần Thủy điện Hủa Na
HMS,8425734,STOCK,UPCOM,Hochiminh Museum Construction Joint Stock Company,Hochiminh Museum Construction,XD Bảo tàng Hồ Chí Minh,Công ty Cổ phần Xây dựng Bảo tàng Hồ Chí Minh
HMR,8425837,STOCK,HNX,Hoang Mai Stone Joint Stock Company,Hoang Mai Stone,Đá Hoàng Mai,Công ty cổ phần Đá Hoàng Mai
HMH,8425926,STOCK,HNX,Hai Minh Corporation,Hai Minh Corp.,Tập đoàn Hải Minh,Công ty Cổ phần Hải Minh
