symbol,id,type,exchange,en_organ_name,en_organ_short_name,organ_short_name,organ_name
HMG,8425685,STOCK,UPCOM,VNSTEEL - Hanoi Steel Corporation,Hanoi Steel Corporation,Kim Khí Hà Nội,Công ty Cổ phần Kim Khí Hà Nội - VNSTEEL
HMD,14546800,STOCK,UPCOM,Minh Duc Chemical Stockshare Company,Minh Duccsco,Minh Duccsco,Công ty Cổ phần Hóa chất Minh Đức
HMC,8424528,STOCK,HSX,VNSTEEL - Ho Chi Minh City Metal Corporation,Ho Chi Minh Metal Corp.,Kim khí TP.HCM,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL
HLY,9679642,STOCK,UPCOM,Yen Hung Construction Ceramic Joint Stock Company,Yen Hung Construction Ceramic,Gốm Xây Dựng Yên Hưng,Công ty Cổ phần Gốm Xây Dựng Yên Hưng
HLT,8425199,STOCK,UPCOM,Hoang Thi Loan Textile - Garment Joint Stock Company,Hoang Thi Loan Textile - Garment,Dệt may Hoàng Thị Loan,Công ty Cổ phần Dệt may Hoàng Thị Loan
HLS,8424892,STOCK,UPCOM,Hoang Lien Son Technical Ceramic Joint Stock Company,Hoang Lien Son Technical Ceramic,Sứ Hoàng Liên Sơn,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn
HLR,8425800,STOCK,DELISTED,Ha Lang Railways Joint Stock Company,Ha Lang Railways,Đường sắt Hà Lạng,Công ty Cổ phần Đường sắt Hà Lạng
HLO,13830074,STOCK,UPCOM,Ha Lo Technologies Joint Stock Company,Ha Lo Technologies Jsc,Công Nghệ Ha Lô,Công Ty Cổ Phần Công Nghệ Ha Lô
HLG,9679641,STOCK,DELISTED,HOANG LONG Group,HOANG LONG Group,Tập đoàn Hoàng Long,Công ty Cổ phần Tập đoàn Hoàng Long
HLE,8425900,STOCK,DELISTED,Hai Phong Electric Lighting Joint Stock Company,Hai Phong Electric Lighting,Điện chiếu sáng Hải Phòng,Công ty Cổ phần Điện chiếu sáng Hải Phòng
HLD,8426196,STOCK,HNX,HUDLAND Real Estate Investment and Development Joint,HUDLAND Real Estate,Bất động sản HUDLAND,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND
HLC,8426183,STOCK,HNX,Ha Lam -  Vinacomin Coal Joint Stock Company,Ha Lam -  Vinacomin Coal,Than Hà Lầm,Công ty Cổ phần Than Hà Lầm - Vinacomin
HLB,8424599,STOCK,UPCOM,Halong Beer and Beverage Joint Stock Company,Halong Beer & Beverage,Bia và NGK Hạ Long,Công ty Cổ phần Bia và Nước giải khát Hạ Long
HLA,9679640,STOCK,UPCOM,Asia Huu Lien Joint Stock Company,Asia Huu Lien,Hữu Liên Á Châu,Công ty Cổ phần Hữu Liên Á Châu
HKT,8425968,STOCK,HNX,QP Green Investment Joint Stock Company,QP Green Investment,Đầu tư QP Xanh,Công ty Cổ phần Đầu tư QP Xanh
HKP,8425570,STOCK,DELISTED,Hatien Packaging Joint Stock Company,Hatien Packaging,Bao bì Hà Tiên,Công ty Cổ phần Bao bì Hà Tiên
HKB,8425491,STOCK,UPCOM,Ha Noi - Kinh bac Agriculture and Food Joint Stock Company,Ha Noi - Kinh bac Food,Thực phẩm Hà Nội - Kinh Bắc,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc
HJS,8425243,STOCK,HNX,Nam Mu Hydropower Joint Stock Company,Nam Mu Hydropower,Thủy điện Nậm Mu,Công ty Cổ phần Thủy điện Nậm Mu
HJC,8425244,STOCK,UPCOM,Hoa Viet Joint Stock Company,Hoa Viet Joint Stock Company,Công ty Cổ phần Hoà Việt,Công ty Cổ phần Hoà Việt
HIO,12875702,STOCK,UPCOM,Helio Energy Joint Stock Company,"Helio Energy.,jsc",Helio Energy,Công ty Cổ Phần Helio Energy
HII,8424989,STOCK,HSX,An Tien Industries Joint Stock Company,An Tien Industries,An Tiến Industries,Công ty Cổ phần An Tiến Industries
HIG,8425164,STOCK,UPCOM,HIPT Group Joint Stock Company,HIPT Group,Tập đoàn HIPT,Công ty Cổ phần Tập đoàn HIPT
HID,8424540,STOCK,HSX,Halcom Vietnam Joint Stock Company,Halcom Vietnam,Halcom Vietnam,Công ty Cổ phần Halcom Vietnam
HHV,8424605,STOCK,HSX,Deo Ca Traffic Infrastructure Investment Joint Stock Company,Deo Ca Traffic Infrastructure Investment,Đầu tư Hạ tầng Giao thông Đèo Cả,Công ty Cổ phần Đầu tư Hạ tầng Giao thông Đèo Cả
HHS,8424516,STOCK,HSX,Hoang Huy Investment Services Joint Stock Company,Hoang Huy Investment Services,Đầu tư DV Hoàng Huy,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy
HHR,8426006,STOCK,DELISTED,Ha Hai Railway Joint Stock Company,Ha Hai Railway,Đường sắt Hà Hải,Công ty Cổ phần Đường sắt Hà Hải
HHP,8424691,STOCK,HSX,HHP Global Joint Stock Company,HHP Global,HHP Global,Công ty Cổ phần HHP Global
HHN,8425192,STOCK,UPCOM,Ha Noi Goods Services and Transport Joint Stock Company,Hanoi Goods Service and Transport,Vận tải và DV Hàng hóa Hà Nội,Công ty Cổ phần Vận tải và Dịch vụ Hàng hóa Hà Nội
HHG,8425328,STOCK,UPCOM,Hoang Ha Joint Stock Company,Hoang Ha JSC,Vận tải Hoàng Hà,Công ty Cổ phần Hoàng Hà
HHC,8425845,STOCK,HNX,Hai Ha Confectionery Joint Stock Company,HAIHACO,Bánh kẹo Hải Hà,Công ty Cổ phần Bánh kẹo Hải Hà
HGW,8425730,STOCK,DELISTED,Hau Giang Water Supply and Sewerage - Projects Urban Joint Stock Company,HAWASUCO,Công trình đô thị Hậu Giang,Công ty Cổ phần Cấp thoát nước - Công trình Đô thị Hậu Giang
HGT,8425806,STOCK,UPCOM,Huong Giang Tourist Joint Stock Company,Huong Giang Tourrist,Du lịch Hương Giang,Công ty Cổ phần Du lịch Hương Giang
HGR,8424882,STOCK,DELISTED,,,,
HGM,8425500,STOCK,HNX,Ha Giang Mineral and Mechanics Joint Stock Company,Ha Giang Mineral,Khoáng sản Hà Giang,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang
HGC,8424973,STOCK,DELISTED,,,,
HGA,8424627,STOCK,DELISTED,,,,
HFX,8425615,STOCK,UPCOM,Thanh Ha Production and Import - Export Joint Stock Company,Thanh Ha HAFOREXIM,XNK Thanh Hà,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà
HFC,8425811,STOCK,UPCOM,HFC Petrol Joint Stock Company,HFC JSC,Xăng dầu HFC,Công ty Cổ phần Xăng dầu HFC
HFB,8425283,STOCK,UPCOM,Ho Chi Minh City Ferry Bridge Construction Joint Stock Company,HCMC Ferry Bridge Construction,Công trình Cầu phà TP HCM,Công ty Cổ phần Công trình Cầu phà Thành phố Hồ Chí Minh
HEV,8425539,STOCK,HNX,Higher Education And Vocational Book Joint Stock Company,Higher Education and Vocational Books,Sách Đại học - Dạy nghề,Công ty Cổ phần Sách Đại học - Dạy nghề
HES,8425786,STOCK,UPCOM,Ha Noi Entertaiment Services Corporation,"HASECO.,CORP",Dịch vụ Giải trí Hà Nội,Công ty Cổ phần Dịch vụ Giải trí Hà Nội
HEP,8425865,STOCK,UPCOM,Hue Urban Environment and Public Works Joint Stock Company,Hue Urban Environment and Public Works,Môi trường và Công trình đô thị Huế,Công ty Cổ phần Môi trường và Công trình đô thị Huế
HEM,8425482,STOCK,DELISTED,Hanoi Electromechanical Manufacturing Joint Stock Company,Hanoi Electromechanical,Chế tạo điện cơ Hà Nội,Công ty Cổ phần Chế tạo Điện cơ Hà Nội
HEJ,8425357,STOCK,UPCOM,Vietnam Hydraulic Engineering Consultants Corporation - JSC,Vietnam Hydraulic Engineering Consultants,Tư vấn Xây dựng Thủy Lợi VN,Tổng Công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP
HEC,8425358,STOCK,UPCOM,Hydraulic Engineering Consultant Corporation II,Hydraulic Engineering Consultant II (HEC II),Tư vấn XD Thủy Lợi II (HEC II),Công ty Cổ phần Tư vấn xây dựng Thủy Lợi II
HDW,8425614,STOCK,UPCOM,Hai Duong Water Joint Stock Company,Hai Duong Water,Nước sạch Hải Dương,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương
HDS,13608288,STOCK,UPCOM,Hai Duong Seeds Joint Stock Company,Hai Duong Seeds,Giống cây trồng Hải Dương,Công ty Cổ phần Giống cây trồng Hải Dương
HDP,8425584,STOCK,UPCOM,HaTinh Pharmaceutical Joint Stock Company,Hadiphar,Dược Hà Tĩnh,Công ty Cổ phần Dược Hà Tĩnh
HDO,9679639,STOCK,UPCOM,Hung Dao Container Joint Stock Company,Hung Dao Container,Hưng Đạo Container,Công ty Cổ phần Hưng Đạo Container
HDM,8425429,STOCK,UPCOM,Hue Textile Garment Joint Stock Company,HUEGATEX,Dệt May Huế,Công ty Cổ phần Dệt May Huế
HDG,8424612,STOCK,HSX,Ha Do Joint Stock Company,HA DO Construction,Tập đoàn Hà Đô,Công ty Cổ phần Tập đoàn Hà Đô
HDC,8424662,STOCK,HSX,Ba Ria - Vung Tau House Development Joint Stock Company,Ba Ria - Vung Tau House Development,Phát triển Nhà BR-VT,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu
HDB,8424952,STOCK,HSX,Ho Chi Minh City Development Joint Stock Commercial Bank,HDBank,HDBank,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh
HDA,8425714,STOCK,HNX,Dong A Paint Joint Stock Company,Dong A Paint,Hãng sơn Đông Á,Công ty Cổ phần Hãng sơn Đông Á
HD8,8425314,STOCK,UPCOM,Housing And Urban Development Investment Joint Stock Company HUD 8,HUD8,PT Nhà và Đô thị HUD8,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD8
HD6,8425431,STOCK,UPCOM,Hanoi Housing Development and Investment Joint Stock Company No. 6,Handico 6,Phát triển nhà số 6 Hà Nội,Công ty Cổ phần Đầu tư và Phát triển nhà số 6 Hà Nội
HD2,8425325,STOCK,UPCOM,Housing Development Invesment Joint Stock Company HUD2,HUD2,Đầu tư phát triển nhà HUD 2,Công ty Cổ phần Đầu tư phát triển nhà HUD2
HCT,8425222,STOCK,HNX,Hai Phong Cement Transport And Trading Joint Stock Company,Hai Phong Cement Transport and Trading,TM - DV - Vận tải Xi măng Hải Phòng ,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng
HCM,8424956,STOCK,HSX,Ho Chi Minh City Securities Corporation,HSC Securities,Chứng khoán HSC,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh
HCI,8424863,STOCK,UPCOM,Ha Noi Construction Investment Joint Stock Company,Ha Noi Construction Investment,Đầu tư - XD Hà Nội,Công ty Cổ phần Đầu tư - Xây dựng Hà Nội
HCD,8424905,STOCK,HSX,HCD Investment Producing And Trading Joint Stock Company,HCD Investment Producing,SX và Thương mại HCD,Công ty Cổ phần Đầu tư Sản xuất và Thương mại HCD
HCC,8425452,STOCK,HNX,Intimex - Hoa Cam Concrete Joint Stock Company,Hoa Cam Concrete,Bê tông Hòa Cầm,Công ty Cổ phần Bê tông Hòa Cầm - Intimex
HCB,8425055,STOCK,UPCOM,March 29 Textile - Garment Joint Stock Company,March 29 Textile Garment,Dệt may 29/3,Công ty Cổ phần Dệt may 29/3
HC3,8426192,STOCK,UPCOM,HaiPhong Construction Joint Stock Corporation No3,HaiPhong Construction No3,Xây dựng số 3 Hải Phòng,Công ty Cổ phần Xây dựng số 3 Hải Phòng
HC1,8425814,STOCK,UPCOM,Hanoi Construction Joint Stock Company No.1,Hanoi Construction No.1,Xây dựng số 1 Hà Nội,Công ty Cổ phần Xây dựng số 1 Hà Nội
HBS,8426088,STOCK,HNX,Hoa Binh Securities Joint Stock Company,Hoa Binh Securities,Chứng khoán Hòa Bình,Công ty Cổ phần Chứng khoán Hòa Bình
HBH,8426085,STOCK,UPCOM,HABECO - Hai Phong Joint Stock Company,HABECO Hai Phong,HABECO Hải Phòng,Công ty Cổ phần HABECO - Hải Phòng
HBD,8425903,STOCK,UPCOM,Binh Duong PP Pack Making Joint Stock Company,Binh Duong Pack Making,Bao bì PP Bình Dương,Công ty Cổ phần Bao bì PP Bình Dương
HBC,8425009,STOCK,UPCOM,Hoa Binh Construction Group Joint Stock Company,Hoa Binh Construction Group,Tập đoàn Xây dựng Hòa Bình,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình
HAX,8424934,STOCK,HSX,Hang Xanh Motors Service Joint Stock Company,Hang Xanh Motors Service,Ô tô Hàng Xanh,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh
HAW,8424533,STOCK,DELISTED,,,,
HAV,8425679,STOCK,UPCOM,Hapro Vodka Joint Stock Company,Hapro Vodka,Rượu Hapro,Công ty Cổ phần Rượu Hapro
HAT,8425308,STOCK,HNX,Hanoi Beer Trading Joint Stock Company,Hanoi Beer Trading,TM Bia Hà Nội,Công ty Cổ phần Thương mại Bia Hà Nội
HAS,8424839,STOCK,HSX,Hacisco Joint Stock Company,Hacisco,Hacisco,Công ty Cổ phần Hacisco
HAR,8424783,STOCK,HSX,An Duong Thao Dien Real Estate Trade Joint Stock Company,An Duong Thao Dien Real Estate,BĐS An Dương Thảo Điền,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền
HAP,8425034,STOCK,HSX,Hapaco Group Joint Stock Company,Hapaco Group,Tập đoàn Hapaco,Công ty Cổ phần Tập Đoàn Hapaco
HAN,8425495,STOCK,UPCOM,Hanoi Construction Corporation,Hanoi Construction,Xây dựng Hà Nội,Tổng Công ty Xây dựng Hà Nội - CTCP
HAM,8425276,STOCK,UPCOM,Hau Giang Materials Joint Stock Company,Hau Giang Materials,Vật tư Hậu Giang,Công ty Cổ phần Vật tư Hậu Giang
HAI,8424809,STOCK,UPCOM,HAI AGROCHEM Joint Stock Company,HAI AGROCHEM,Nông Dược HAI,Công ty Cổ phần Nông dược HAI
HAH,8424727,STOCK,HSX,Hai An Transport and Stevedoring Joint Stock Company,Hai An Transport,Vận tải và Xếp dỡ Hải An,Công ty Cổ phần Vận tải và Xếp dỡ Hải An
HAG,8424781,STOCK,HSX,Hoang Anh Gia Lai Corporation,HAGL Corporation,Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai
HAF,8425863,STOCK,UPCOM,Hanoi Foodstuff Joint Stock Company,Hanoi Foodstuff,Thực phẩm Hà Nội,Công ty Cổ phần Thực phẩm Hà Nội
HAD,8426106,STOCK,HNX,Hanoi - Haiduong Beer Joint Stock Company,HADUBECO,Bia Hà Nội - Hải Dương,Công ty Cổ phần Bia Hà Nội - Hải Dương
HAC,8425866,STOCK,UPCOM,Hai Phong Securities Joint Stock Company,Hai Phong Securities,Chứng khoán Hải Phòng,Công ty Cổ phần Chứng khoán Hải Phòng
HAB,8424677,STOCK,DELISTED,,,,
H11,8425596,STOCK,UPCOM,HUD101 Construction Joint Stock Company,HUD101 Construction,Xây dựng HUD101,Công ty Cổ phần Xây dựng HUD101
GVT,8425465,STOCK,UPCOM,Viet Tri Paper Joint Stock Company,Viet Tri Paper,Giấy Việt Trì,Công ty Cổ phần Giấy Việt Trì
GVR,8424676,STOCK,HSX,Viet Nam Rubber Group - Joint Stock Company,Viet Nam Rubber Group,Tập đoàn CN Cao su VN,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần
GTT,8425621,STOCK,UPCOM,Thuan Thao Corporation,Thuan Thao Group,Thuận Thảo Group,Công ty Cổ phần Thuận Thảo
GTS,8426133,STOCK,UPCOM,Saigon Traffic Construction Joint Stock Company,Saigon Traffic Construction,Công trình Giao thông Sài Gòn,Công ty Cổ phần Công trình Giao thông Sài Gòn
GTK,8424876,STOCK,DELISTED,,,,
GTH,8426142,STOCK,DELISTED,Thua Thien Hue Construction Transportation Joint Stock Company,Thua Thien Hue Construction Transportation,XD-GT Thừa Thiên Huế,Công ty Cổ phần Xây dựng Giao thông Thừa Thiên Huế
GTD,8425384,STOCK,UPCOM,Thuong Dinh Footwear Joint Stock Company,Thuong Dinh Footwear,Giầy Thượng Đình,Công ty Cổ phần Giầy Thượng Đình
GTA,8424485,STOCK,HSX,Thuan An Wood Processing Joint Stock Company,Thuan An Wood Processing,Gỗ Thuận An,Công ty Cổ phần Chế biến Gỗ Thuận An
GSP,8424784,STOCK,HSX,International Gas Product Shipping Joint Stock Company,Gas Shipping,Vận tải Sản phẩm Khí Quốc tế,Công ty Cổ phần Vận tải Sản phẩm Khí Quốc tế
GSM,8425738,STOCK,UPCOM,Huong Son Hydro Power Joint Stock Company,Huong Son Hydro Power,Thủy điện Hương Sơn,Công ty Cổ phần Thủy điện Hương Sơn
GQN,8425015,STOCK,DELISTED,,,,
GPC,11816089,STOCK,UPCOM,Green Plus Joint Stock Corporation,Green Plus Corporation,Tập đoàn Green+,Công ty Cổ phần Tập đoàn Green+
GND,8426030,STOCK,UPCOM,Dong Nai Brick and Tile Corporation,Dong Nai Brick and Tile,Gạch ngói Đồng Nai,Công ty Cổ phần Gạch ngói Đồng Nai
GMX,8425959,STOCK,HNX,My Xuan Brick Tile Pottery and Construction Joint Stock Company,My Xuan Brick Tile,Gạch ngói Mỹ Xuân,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân
GMH,8424810,STOCK,HSX,Quang Tri Minh Hung Joint Stock Company,Quang Tri Minh Hung,Minh Hưng Quảng Trị,Công ty Cổ phần Minh Hưng Quảng Trị
GMD,8424828,STOCK,HSX,Gemadept Corporation,Gemadept,Gemadept,Công ty Cổ phần Gemadept
GMC,8424678,STOCK,HSX,Garmex Saigon Coporation,Garmex Saigon,Garmex Sài Gòn,Công ty Cổ phần Garmex Sài Gòn
GMA,8425862,STOCK,HNX,G-Automobile Joint Stock Company,G-Automobile,G-Automobile,Công ty Cổ phần G-Automobile
GLW,8425132,STOCK,UPCOM,Gia Lai Water Supply Sewerage  Joint Stock Company,Gia Lai Water Supply Sewerage  ,Cấp thoát nước Gia Lai,Công ty Cổ phần Cấp thoát nước Gia Lai
GLT,8426008,STOCK,HNX,Global Electrical Technology Corporation,Global Electrical Technology,KT Điện Toàn Cầu,Công ty Cổ phần Kỹ thuật điện Toàn Cầu
GLC,8425548,STOCK,UPCOM,Lao Cai Gold Joint Stock Company,Lao Cai Gold,Vàng Lào Cai,Công ty Cổ phần Vàng Lào Cai
GKM,8426204,STOCK,HNX,GKM Holdings Joint Stock Company,Khang Minh Group,Khang Minh Group,Công ty Cổ phần GKM Holdings
GIL,8424564,STOCK,HSX,Binh Thanh Import Export Production and Trade Joint Stock Company,Binh Thanh Im-export,XNK Bình Thạnh,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh
GIC,8425860,STOCK,HNX,Green Development And Investment Service Joint Stock Company,Green Development And Investment,ĐT Dịch vụ và PT Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh
GHC,8426134,STOCK,UPCOM,Gia Lai Hydropower Joint Stock Company,Gia Lai Hydropower,Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai
GH3,8425118,STOCK,UPCOM,Ha Noi Transport Project Joint Stock Company,Ha Noi Transport Project,Công trình giao thông Hà Nội,Công ty Cổ phần Công trình giao thông Hà Nội
GGG,8425098,STOCK,UPCOM,GiaiPhong Motor Joint Stock Company,Giai Phong Motor,Ôtô Giải Phóng,Công ty Cổ phần Ô tô Giải Phóng
GEX,8424962,STOCK,HSX,Gelex Group Joint Stock Company,Gelex Group JSC,Tập đoàn Gelex,Công ty Cổ phần Tập đoàn Gelex
GER,8425383,STOCK,UPCOM,Geru Star Sport Joint Stock Company,GERU STAR SPORT CO.,Thể thao Ngôi sao Geru,Công ty Cổ phần Thể thao Ngôi sao Geru
GEG,8424558,STOCK,HSX,Gia Lai Electricity Joint Stock Company,Gia Lai Electricity,Điện Gia Lai,Công ty Cổ phần Điện Gia Lai
GEE,8426122,STOCK,HSX,GELEX Electricity Joint Stock Company,GELEX Electric ,Thiết bị điện GELEX,Công ty Cổ phần Điện lực Gelex
GE2,8425437,STOCK,DELISTED,Power Generation Corporation 2,Power Generation Corporation 2,Tổng Công ty Phát điện 2,Tổng Công ty Phát điện 2
GDW,8425304,STOCK,HNX,Gia Dinh Wasuco Joint Stock Company,Gia Dinh Wasuco,Cấp nước Gia Định,Công ty Cổ phần Cấp nước Gia Định
GDT,8424900,STOCK,HSX,Duc Thanh Wood Processing Joint Stock Company,Duc Thanh Wood,Gỗ Đức Thành,Công ty Cổ phần Chế biến Gỗ Đức Thành
GDA,12692766,STOCK,UPCOM,Ton Dong A Corporation,Ton Dong A,Tôn Đông Á,Công ty Cổ phần Tôn Đông Á
GCF,11755277,STOCK,UPCOM,G.C Food Joint Stock Company,GC FOOD,Thực phẩm G.C,Công ty Cổ phần Thực phẩm G.C
GCB,8426084,STOCK,UPCOM,PETEC Binh Dinh Joint Stock Company,PETEC BIDICO,PETEC Bình Định,Công ty Cổ phần PETEC Bình Định
GAS,8425007,STOCK,HSX,PetroVietnam Gas Joint Stock Corporation,PetroVietnam Gas,PV Gas,Tổng Công ty Khí Việt Nam - Công ty Cổ phần
GAB,8424713,STOCK,UPCOM,FLC Mining Investment & Asset Management Joint Stock Company,FLC Mining Investment and Asset Management,ĐT Khai khoáng và QL Tài sản FLC,Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC
G36,8425983,STOCK,UPCOM,36 Corporation,36 Corporation,Tổng Công ty 36,Tổng Công ty 36 - Công ty Cổ phần
G20,9679638,STOCK,UPCOM,Vinh Phuc Textile Investment Joint Stock Company,Vinh Phuc Textile,Đầu tư Dệt may Vĩnh Phúc,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc
FTS,8424963,STOCK,HSX,FPT Securities Joint Stock Company,FPT Securities,Chứng khoán FPT,Công ty Cổ phần Chứng khoán FPT
FTM,8424557,STOCK,UPCOM,Duc Quan Investment and Development Joint Stock Company,FORTEX,Phát triển Đức Quân,Công ty Cổ phần Đầu tư và Phát triển Đức Quân
FTI,8425557,STOCK,UPCOM,Friendship Trading - Industrial Joint Stock Company,Friendship Trading - Industrial,Công nghiệp - Thương mại Hữu Nghị,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị
