exercise_date,cash_year,cash_dividend_percentage,issue_method,Symbol
24/06/16,2015.0,0.07,cash,MIG
20/08/15,2014.0,0.06,cash,MIG
20/08/14,2013.0,0.07,cash,MIG
28/07/20,2018.0,0.03,cash,MIM
22/06/18,2017.0,0.1,cash,MIM
14/12/11,2011.0,0.1,share,MIM
11/10/10,2010.0,0.16,share,MIM
07/06/24,2023.0,0.05,cash,MKP
30/05/23,2022.0,0.1,cash,MKP
30/05/22,2021.0,0.08,cash,MKP
14/06/21,2020.0,0.1,cash,MKP
14/06/21,2021.0,0.1,share,MKP
14/05/20,2019.0,0.15,cash,MKP
29/01/19,2018.0,0.15,cash,MKP
14/05/18,2017.0,0.2,cash,MKP
26/05/17,2016.0,0.13,cash,MKP
09/11/16,2016.0,0.1,cash,MKP
24/05/16,2015.0,0.1,cash,MKP
21/01/16,2015.0,0.1,cash,MKP
06/07/15,2014.0,0.1,cash,MKP
06/07/15,2015.0,0.05,cash,MKP
12/03/15,2014.0,0.1,cash,MKP
05/05/23,2016.0,0.03,cash,MKV
17/10/11,2010.0,0.06,cash,MKV
17/10/11,2011.0,0.06,share,MKV
07/07/10,2010.0,0.06,share,MKV
07/07/10,2009.0,0.06,cash,MKV
11/05/09,2008.0,0.07,cash,MKV
07/06/24,2023.0,0.13,cash,MLC
29/05/23,2022.0,0.13,cash,MLC
06/07/22,2021.0,0.13,cash,MLC
06/07/21,2020.0,0.154,cash,MLC
22/06/20,2019.0,0.101,cash,MLC
22/11/19,2018.0,0.072,cash,MLC
12/07/18,2017.0,0.074,cash,MLC
11/10/17,2016.0,0.028,cash,MLC
20/10/21,2020.0,0.271,cash,MLS
15/06/21,2020.0,0.4,cash,MLS
27/11/20,2016.0,0.43,cash,MLS
31/12/15,2015.0,0.28,cash,MLS
31/12/14,2014.0,0.22,cash,MLS
15/12/21,2021.0,0.49,cash,MML
31/12/18,2018.0,0.033,cash,MML
31/12/17,2017.0,0.694,cash,MML
30/05/24,2023.0,0.2,cash,MNB
10/08/23,2022.0,0.2,cash,MNB
11/08/22,2021.0,0.1,cash,MNB
28/05/21,2020.0,0.12,cash,MNB
03/06/20,2019.0,0.25,cash,MNB
25/04/19,2018.0,0.25,cash,MNB
09/05/18,2017.0,0.25,cash,MNB
29/03/17,2016.0,0.25,cash,MNB
18/03/16,2015.0,0.25,cash,MNB
31/03/15,2014.0,0.25,cash,MNB
20/03/14,2013.0,0.25,cash,MNB
15/04/13,2012.0,0.25,cash,MNB
15/03/12,2011.0,0.25,cash,MNB
31/03/11,2010.0,0.2,cash,MNB
30/12/08,2008.0,0.25,share,MNB
29/05/24,2023.0,0.075,cash,MND
12/05/23,2022.0,0.09,cash,MND
29/12/22,2022.0,0.013,cash,MND
25/05/22,2021.0,0.056,cash,MND
24/05/21,2020.0,0.035,cash,MND
14/05/20,2019.0,0.03,cash,MND
02/05/19,2018.0,0.025,cash,MND
09/12/24,2023.0,0.075,cash,MPC
12/12/23,2022.0,0.041,cash,MPC
20/10/22,2021.0,0.23,cash,MPC
09/12/21,2020.0,0.2,cash,MPC
09/11/20,2019.0,0.15,cash,MPC
03/03/20,2018.0,0.2,cash,MPC
01/04/19,2018.0,0.5,cash,MPC
17/09/14,2014.0,0.5,cash,MPC
26/06/14,2013.0,0.15,cash,MPC
25/12/12,2012.0,0.25,cash,MPC
20/11/09,2009.0,0.14,cash,MPC
26/03/08,2007.0,0.15,cash,MPC
04/06/07,2007.0,0.1,share,MPC
28/06/19,2019.0,0.1,share,MPT
09/03/17,2016.0,0.03,cash,MPT
25/10/16,2017.0,0.12,share,MPT
28/11/24,2023.0,0.06,cash,MPY
29/11/23,2022.0,0.06,cash,MPY
29/11/22,2021.0,0.06,cash,MPY
09/12/21,2020.0,0.06,cash,MPY
18/11/20,2019.0,0.06,cash,MPY
07/11/19,2018.0,0.06,cash,MPY
20/11/18,2017.0,0.07,cash,MPY
17/11/17,2016.0,0.064,cash,MPY
31/12/15,2015.0,0.095,cash,MPY
31/12/14,2014.0,0.089,cash,MPY
09/07/24,2023.0,0.035,cash,MQB
07/07/23,2022.0,0.035,cash,MQB
30/05/22,2021.0,0.025,cash,MQB
25/05/21,2020.0,0.025,cash,MQB
20/07/20,2019.0,0.023,cash,MQB
16/05/19,2018.0,0.02,cash,MQB
18/07/24,2024.0,0.21,share,MQN
21/08/23,2023.0,0.13,share,MQN
18/08/22,2022.0,0.09,share,MQN
17/08/21,2021.0,0.16,share,MQN
03/09/20,2020.0,0.38,share,MQN
02/08/19,2019.0,0.39,share,MQN
16/10/18,2018.0,0.25,cash,MQN
31/12/17,2017.0,1.128,cash,MQN
31/12/16,2016.0,0.598,cash,MQN
31/12/15,2015.0,0.638,cash,MQN
15/05/24,2023.0,0.065,cash,MRF
09/11/23,2023.0,0.15,share,MRF
25/05/23,2022.0,0.2,cash,MRF
23/03/23,2022.0,0.1,cash,MRF
23/05/22,2021.0,0.15,cash,MRF
09/02/22,2021.0,0.15,cash,MRF
05/08/21,2020.0,0.15,cash,MRF
26/08/20,2019.0,0.06,cash,MRF
25/05/20,2019.0,0.06,cash,MRF
09/08/19,2018.0,0.06,cash,MRF
17/08/18,2017.0,0.04,cash,MRF
31/12/16,2016.0,0.13,cash,MRF
31/12/15,2015.0,0.12,cash,MRF
28/08/24,2024.0,0.3,share,MSB
07/10/21,2021.0,0.3,share,MSB
31/12/06,2006.0,0.4,share,MSB
29/11/24,2024.0,0.35,cash,MSH
05/12/23,2023.0,0.25,cash,MSH
08/12/22,2022.0,0.25,cash,MSH
07/06/22,2022.0,0.5,share,MSH
09/12/21,2021.0,0.45,cash,MSH
13/05/21,2020.0,0.3,cash,MSH
11/12/19,2019.0,0.45,cash,MSH
11/12/18,2018.0,0.4,cash,MSH
31/12/17,2017.0,0.45,cash,MSH
31/12/16,2016.0,0.45,cash,MSH
31/12/15,2015.0,0.45,cash,MSH
06/01/14,2013.0,0.3,cash,MSH
12/04/13,2012.0,0.25,cash,MSH
12/12/11,2011.0,0.3,cash,MSH
31/05/11,2011.0,0.5,share,MSH
04/07/22,2022.0,0.08,cash,MSN
15/12/21,2021.0,0.025,cash,MSN
01/07/21,2021.0,0.095,cash,MSN
17/12/20,2019.0,0.1,cash,MSN
04/01/17,2015.0,0.19,cash,MSN
04/01/17,2016.0,0.11,cash,MSN
15/11/19,2019.0,0.1,share,MSR
19/07/23,2023.0,0.1,share,MST
09/12/21,2021.0,0.04,share,MST
09/12/21,2020.0,0.02,cash,MST
13/12/18,2018.0,0.14,share,MST
16/11/23,2022.0,0.018,cash,MTA
22/05/24,2023.0,0.01,cash,MTB
08/05/23,2022.0,0.01,cash,MTB
30/05/22,2021.0,0.015,cash,MTB
09/07/21,2020.0,0.015,cash,MTB
31/12/19,2019.0,0.03,cash,MTB
31/12/18,2018.0,0.03,cash,MTB
31/12/17,2017.0,0.03,cash,MTB
31/12/16,2016.0,0.02,cash,MTB
31/12/15,2015.0,0.015,cash,MTB
15/05/19,2018.0,0.01,cash,MTC
22/05/18,2017.0,0.01,cash,MTC
08/05/17,2016.0,0.01,cash,MTC
23/05/16,2015.0,0.01,cash,MTC
08/05/15,2014.0,0.01,cash,MTC
27/05/13,2012.0,0.015,cash,MTC
16/05/14,2012.0,0.02,cash,MTG
02/11/11,2010.0,0.035,cash,MTG
16/05/24,2023.0,0.1,cash,MTH
25/05/23,2022.0,0.1,cash,MTH
19/05/22,2021.0,0.1,cash,MTH
07/07/21,2020.0,0.1,cash,MTH
08/07/20,2019.0,0.07,cash,MTH
24/05/19,2018.0,0.06,cash,MTH
22/05/18,2017.0,0.06,cash,MTH
17/05/17,2016.0,0.08,cash,MTH
06/07/16,2015.0,0.08,cash,MTH
30/06/15,2014.0,0.05,cash,MTH
29/10/14,2014.0,0.05,cash,MTH
01/08/14,2013.0,0.05,cash,MTH
28/02/14,2013.0,0.15,cash,MTH
31/07/13,2012.0,0.05,cash,MTH
08/05/13,2012.0,0.15,cash,MTH
22/09/16,2015.0,0.015,cash,MTL
23/05/24,2023.0,0.1,cash,MTP
24/05/23,2022.0,0.05,cash,MTP
19/08/22,2022.0,0.13,share,MTP
20/05/22,2021.0,0.05,cash,MTP
19/05/21,2020.0,0.1,cash,MTP
29/05/20,2019.0,0.1,cash,MTP
14/05/19,2018.0,0.1,cash,MTP
29/05/18,2017.0,0.07,cash,MTP
29/05/17,2016.0,0.15,cash,MTP
16/06/16,2015.0,0.12,cash,MTP
27/05/15,2014.0,0.15,cash,MTP
13/05/14,2013.0,0.15,cash,MTP
13/05/13,2012.0,0.15,cash,MTP
14/05/12,2011.0,0.2,cash,MTP
02/06/11,2010.0,0.11,cash,MTP
09/07/24,2023.0,0.07,cash,MTS
07/07/23,2022.0,0.07,cash,MTS
23/05/22,2021.0,0.07,cash,MTS
01/06/21,2020.0,0.07,cash,MTS
22/05/20,2019.0,0.07,cash,MTS
15/05/19,2018.0,0.06,cash,MTS
17/05/18,2017.0,0.06,cash,MTS
07/06/17,2016.0,0.07,cash,MTS
31/12/15,2015.0,0.1,cash,MTS
31/12/14,2014.0,0.067,cash,MTS
26/07/24,2023.0,0.07,cash,MTV
13/10/23,2022.0,0.07,cash,MTV
12/08/22,2021.0,0.1,cash,MTV
01/11/21,2020.0,0.1,cash,MTV
27/07/20,2019.0,0.13,cash,MTV
19/07/19,2018.0,0.02,cash,MTV
15/02/19,2018.0,0.1,cash,MTV
03/07/18,2017.0,0.16,cash,MTV
12/05/17,2016.0,0.2,cash,MTV
13/07/16,2015.0,0.06,cash,MTV
04/04/16,2015.0,0.08,cash,MTV
24/06/24,2023.0,0.13,cash,MVB
07/06/23,2022.0,0.1,cash,MVB
14/06/22,2021.0,0.16,cash,MVB
07/06/21,2020.0,0.12,cash,MVB
24/06/20,2019.0,0.1,cash,MVB
28/05/19,2018.0,0.12,cash,MVB
23/05/18,2017.0,0.02,cash,MVB
26/06/17,2016.0,0.01,cash,MVB
25/09/24,2023.0,0.043,cash,MVC
18/08/23,2022.0,0.03,cash,MVC
08/06/22,2020.0,0.057,cash,MVC
10/12/20,2019.0,0.08,cash,MVC
30/10/19,2018.0,0.08,cash,MVC
24/09/18,2018.0,0.05,cash,MVC
20/03/18,2017.0,0.07,cash,MVC
01/08/17,2016.0,0.05,cash,MVC
27/09/24,2023.0,0.004,cash,MVN
28/06/24,2023.0,0.05,cash,MWG
27/07/23,2022.0,0.05,cash,MWG
16/06/22,2022.0,1.0,share,MWG
07/06/22,2021.0,0.1,cash,MWG
30/08/21,2020.0,0.05,cash,MWG
30/08/21,2021.0,0.5,share,MWG
19/10/20,2019.0,0.15,cash,MWG
23/05/19,2018.0,0.15,cash,MWG
19/11/18,2018.0,0.333,share,MWG
24/04/18,2017.0,0.15,cash,MWG
22/05/17,2016.0,0.15,cash,MWG
06/05/16,2015.0,0.15,cash,MWG
08/10/14,2014.0,0.633,share,MWG
30/04/14,2014.0,3.719,share,MWG
19/10/22,2022.0,0.187,share,NAB
02/12/21,2021.0,0.125,share,NAB
31/12/19,2019.0,0.16,share,NAB
31/12/18,2018.0,0.11,share,NAB
09/05/24,2023.0,0.12,cash,NAC
11/05/23,2022.0,0.17,cash,NAC
28/04/22,2021.0,0.15,cash,NAC
13/05/21,2020.0,0.15,cash,NAC
15/05/20,2019.0,0.2,cash,NAC
23/05/19,2018.0,0.8,cash,NAC
11/05/18,2017.0,0.02,cash,NAC
19/01/18,2017.0,0.1,cash,NAC
25/05/17,2016.0,0.02,cash,NAC
26/12/16,2016.0,0.1,cash,NAC
25/05/16,2015.0,0.02,cash,NAC
28/01/16,2015.0,0.1,cash,NAC
31/12/14,2014.0,0.12,cash,NAC
10/09/24,2024.0,0.1,share,NAF
12/06/19,2019.0,0.15,share,NAF
07/11/18,2018.0,0.1,share,NAF
19/04/18,2018.0,0.05,share,NAF
06/07/16,2015.0,0.05,cash,NAF
14/11/24,2024.0,0.08,share,NAG
15/09/23,2022.0,0.05,cash,NAG
20/09/22,2022.0,0.033,share,NAG
21/09/21,2021.0,0.05,share,NAG
15/09/20,2019.0,0.05,cash,NAG
27/09/19,2019.0,0.07,share,NAG
20/08/18,2017.0,0.05,cash,NAG
13/07/17,2016.0,0.05,cash,NAG
15/08/16,2015.0,0.03,cash,NAG
21/06/11,2011.0,0.05,share,NAG
21/05/10,2010.0,0.1,share,NAG
13/06/24,2023.0,0.06,cash,NAP
15/09/23,2022.0,0.057,cash,NAP
15/08/22,2021.0,0.055,cash,NAP
15/07/21,2020.0,0.08,cash,NAP
17/09/19,2018.0,0.06,cash,NAP
04/09/18,2017.0,0.08,cash,NAP
24/08/17,2016.0,0.078,cash,NAP
21/06/16,2015.0,0.05,cash,NAP
27/11/20,2019.0,0.22,cash,NAS
30/05/19,2018.0,0.25,cash,NAS
29/05/18,2017.0,0.23,cash,NAS
23/05/17,2016.0,0.31,cash,NAS
21/06/16,2015.0,0.21,cash,NAS
09/03/16,2015.0,0.08,cash,NAS
21/05/15,2014.0,0.22,cash,NAS
13/10/14,2014.0,0.1,cash,NAS
31/10/10,2010.0,0.2,share,NAS
30/11/07,2007.0,0.111,share,NAS
15/11/24,2023.0,0.025,cash,NAU
04/08/23,2022.0,0.021,cash,NAU
11/08/22,2021.0,0.009,cash,NAU
23/07/21,2020.0,0.008,cash,NAU
26/11/20,2019.0,0.007,cash,NAU
01/08/19,2018.0,0.008,cash,NAU
19/07/19,2018.0,0.008,cash,NAU
31/07/18,2017.0,0.007,cash,NAU
31/12/16,2016.0,0.006,cash,NAU
24/12/24,2024.0,0.1,cash,NAV
16/05/24,2023.0,0.2,cash,NAV
12/01/24,2023.0,0.07,cash,NAV
03/10/23,2023.0,0.08,cash,NAV
27/03/23,2022.0,0.08,cash,NAV
07/09/22,2022.0,0.07,cash,NAV
13/05/22,2021.0,0.12,cash,NAV
30/03/22,2021.0,0.08,cash,NAV
17/12/21,2020.0,0.1,cash,NAV
17/12/21,2021.0,0.07,cash,NAV
28/04/21,2020.0,0.08,cash,NAV
12/08/20,2020.0,0.07,cash,NAV
08/06/20,2019.0,0.05,cash,NAV
30/12/19,2019.0,0.1,cash,NAV
11/01/19,2018.0,0.06,cash,NAV
18/07/23,2022.0,0.006,cash,NAW
24/06/21,2020.0,0.16,cash,NBB
01/04/20,2019.0,0.25,cash,NBB
28/02/17,2014.0,0.1,cash,NBB
28/02/17,2015.0,0.08,cash,NBB
19/06/14,2013.0,0.1,cash,NBB
27/06/13,2012.0,0.16,cash,NBB
29/03/12,2011.0,0.16,cash,NBB
11/03/11,2010.0,0.16,cash,NBB
29/12/09,2009.0,0.14,cash,NBB
25/03/09,2008.0,0.14,cash,NBB
17/06/24,2023.0,0.08,cash,NBC
14/06/23,2022.0,0.03,cash,NBC
14/06/22,2021.0,0.06,cash,NBC
14/07/21,2020.0,0.06,cash,NBC
17/06/20,2019.0,0.06,cash,NBC
27/05/19,2018.0,0.1,cash,NBC
25/05/18,2017.0,0.1,cash,NBC
12/05/17,2016.0,0.055,cash,NBC
23/06/16,2015.0,0.06,cash,NBC
28/07/15,2014.0,0.08,cash,NBC
28/07/15,2015.0,0.321,share,NBC
11/04/14,2013.0,0.14,cash,NBC
11/07/13,2012.0,0.12,cash,NBC
03/04/12,2011.0,0.18,cash,NBC
23/02/11,2010.0,0.15,cash,NBC
25/03/24,2023.0,0.11,cash,NBE
21/03/23,2022.0,0.11,cash,NBE
11/03/22,2021.0,0.11,cash,NBE
12/03/21,2020.0,0.1,cash,NBE
17/03/20,2019.0,0.09,cash,NBE
28/03/19,2018.0,0.08,cash,NBE
10/05/18,2017.0,0.1,cash,NBE
31/01/17,2016.0,0.1,cash,NBE
31/12/15,2015.0,0.1,cash,NBE
31/12/14,2014.0,0.12,cash,NBE
20/09/24,2023.0,0.05,cash,NBP
20/11/23,2022.0,0.13,cash,NBP
25/10/22,2021.0,0.15,cash,NBP
24/08/21,2020.0,0.15,cash,NBP
20/08/20,2019.0,0.1,cash,NBP
27/06/19,2018.0,0.07,cash,NBP
27/12/18,2018.0,0.05,cash,NBP
28/09/18,2017.0,0.102,cash,NBP
29/08/18,2016.0,0.03,cash,NBP
29/08/18,2017.0,0.12,cash,NBP
30/05/17,2016.0,0.15,cash,NBP
21/07/16,2015.0,0.15,cash,NBP
28/07/15,2014.0,0.1,cash,NBP
28/01/15,2013.0,0.03,cash,NBP
28/01/15,2014.0,0.05,cash,NBP
09/01/25,2024.0,0.05,cash,NBT
15/07/24,2023.0,0.07,cash,NBT
28/12/23,2023.0,0.05,cash,NBT
07/07/23,2022.0,0.06,cash,NBT
23/12/22,2022.0,0.05,cash,NBT
27/06/22,2021.0,0.04,cash,NBT
24/12/21,2021.0,0.05,cash,NBT
21/07/21,2020.0,0.04,cash,NBT
15/01/21,2020.0,0.05,cash,NBT
17/07/20,2019.0,0.06,cash,NBT
09/04/20,2019.0,0.05,cash,NBT
07/06/19,2018.0,0.045,cash,NBT
18/01/19,2018.0,0.05,cash,NBT
07/08/18,2017.0,0.025,cash,NBT
07/08/18,2018.0,0.05,share,NBT
19/06/24,2023.0,0.155,cash,NBW
19/06/23,2022.0,0.135,cash,NBW
17/06/22,2021.0,0.12,cash,NBW
31/05/21,2020.0,0.11,cash,NBW
29/05/20,2019.0,0.09,cash,NBW
29/05/19,2018.0,0.08,cash,NBW
29/05/18,2017.0,0.08,cash,NBW
07/06/17,2016.0,0.07,cash,NBW
30/05/16,2015.0,0.1,cash,NBW
14/05/15,2014.0,0.13,cash,NBW
13/05/14,2013.0,0.13,cash,NBW
20/05/13,2012.0,0.13,cash,NBW
09/05/12,2011.0,0.12,cash,NBW
18/05/11,2010.0,0.11,cash,NBW
27/05/10,2009.0,0.08,cash,NBW
09/03/23,2021.0,0.05,cash,NCG
23/11/23,2019.0,0.15,cash,NCS
27/05/19,2018.0,0.22,cash,NCS
23/05/18,2017.0,0.26,cash,NCS
15/09/17,2017.0,0.2,cash,NCS
25/05/17,2016.0,0.3,cash,NCS
10/11/16,2016.0,0.3,cash,NCS
18/05/16,2015.0,0.24,cash,NCS
16/02/16,2015.0,0.24,cash,NCS
27/10/15,2015.0,0.16,cash,NCS
12/05/15,2014.0,0.203,cash,NCS
18/12/14,2014.0,0.3,cash,NCS
09/07/24,2023.0,0.5,cash,NCT
21/11/23,2023.0,0.3,cash,NCT
27/07/23,2022.0,0.5,cash,NCT
15/11/22,2022.0,0.35,cash,NCT
19/07/22,2021.0,0.63,cash,NCT
13/07/21,2021.0,0.2,cash,NCT
17/06/21,2020.0,0.15,cash,NCT
15/03/21,2020.0,0.3,cash,NCT
21/09/20,2020.0,0.3,cash,NCT
09/07/20,2019.0,0.45,cash,NCT
09/03/20,2019.0,0.4,cash,NCT
05/06/19,2018.0,0.5,cash,NCT
30/08/18,2018.0,0.4,cash,NCT
30/05/18,2017.0,0.5,cash,NCT
21/08/17,2017.0,0.4,cash,NCT
13/09/24,2023.0,0.2,cash,ND2
23/06/23,2022.0,0.2,cash,ND2
04/01/23,2022.0,0.1,cash,ND2
11/07/22,2021.0,0.3,cash,ND2
09/08/21,2020.0,0.2,cash,ND2
04/08/20,2019.0,0.1,cash,ND2
20/01/20,2019.0,0.1,cash,ND2
27/03/19,2018.0,0.1,cash,ND2
14/12/18,2018.0,0.1,cash,ND2
06/04/18,2017.0,0.18,cash,ND2
29/06/17,2016.0,0.05,cash,ND2
24/11/16,2016.0,0.1,cash,ND2
21/04/16,2015.0,0.1,cash,ND2
06/06/24,2023.0,0.25,cash,NDC
15/06/23,2022.0,0.25,cash,NDC
14/06/22,2021.0,0.2,cash,NDC
03/06/21,2020.0,0.25,cash,NDC
28/07/20,2019.0,0.25,cash,NDC
06/06/19,2018.0,0.2,cash,NDC
31/05/18,2017.0,0.2,cash,NDC
24/05/17,2016.0,0.2,cash,NDC
11/05/16,2015.0,0.2,cash,NDC
27/07/15,2014.0,0.2,cash,NDC
12/06/14,2013.0,0.2,cash,NDC
04/06/13,2012.0,0.2,cash,NDC
04/06/12,2011.0,0.08,cash,NDC
11/03/22,2021.0,0.2,cash,NDN
14/10/21,2021.0,0.1,cash,NDN
28/07/21,2021.0,0.15,share,NDN
28/07/21,2020.0,0.15,cash,NDN
11/08/20,2020.0,0.14,share,NDN
12/04/19,2018.0,0.06,cash,NDN
09/11/18,2018.0,0.1,cash,NDN
25/06/18,2018.0,0.15,share,NDN
15/06/17,2016.0,0.08,cash,NDN
01/12/15,2015.0,0.07,cash,NDN
20/04/15,2014.0,0.15,cash,NDN
20/04/15,2015.0,0.07,cash,NDN
27/10/14,2012.0,0.05,cash,NDN
27/10/14,2014.0,0.1,share,NDN
23/07/12,2012.0,0.16,share,NDN
19/03/24,2023.0,0.05,cash,NDP
23/02/23,2022.0,0.05,cash,NDP
23/02/22,2021.0,0.1,cash,NDP
19/03/21,2020.0,0.1,cash,NDP
29/04/20,2019.0,0.12,cash,NDP
16/05/19,2018.0,0.17,cash,NDP
09/01/19,2018.0,0.08,cash,NDP
12/10/18,2018.0,0.05,cash,NDP
01/06/18,2017.0,0.08,cash,NDP
15/01/18,2017.0,0.05,cash,NDP
14/08/17,2017.0,0.05,cash,NDP
15/05/17,2016.0,0.08,cash,NDP
05/01/17,2016.0,0.1,cash,NDP
08/06/16,2015.0,0.06,cash,NDP
25/01/16,2015.0,0.06,cash,NDP
24/08/22,2021.0,0.05,cash,NDT
24/08/22,2022.0,0.15,share,NDT
09/05/19,2018.0,0.05,cash,NDT
30/05/18,2017.0,0.06,cash,NDT
31/12/17,2016.0,0.055,cash,NDT
19/11/24,2024.0,0.056,cash,NDW
16/05/24,2023.0,0.03,cash,NDW
16/08/23,2023.0,0.05,cash,NDW
19/04/23,2021.0,0.018,cash,NDW
19/04/23,2022.0,0.03,cash,NDW
21/12/22,2022.0,0.05,cash,NDW
06/05/22,2021.0,0.032,cash,NDW
06/01/22,2021.0,0.048,cash,NDW
13/05/21,2020.0,0.065,cash,NDW
24/07/20,2019.0,0.06,cash,NDW
26/09/24,2023.0,0.038,cash,NDX
19/09/23,2022.0,0.09,cash,NDX
12/08/22,2021.0,0.045,cash,NDX
17/06/21,2020.0,0.08,cash,NDX
14/07/20,2019.0,0.12,cash,NDX
22/04/19,2018.0,0.1,cash,NDX
18/10/18,2018.0,0.1,cash,NDX
18/06/18,2018.0,0.15,share,NDX
16/06/17,2017.0,0.1,share,NDX
16/06/17,2016.0,0.05,cash,NDX
04/07/16,2015.0,0.06,cash,NDX
25/11/15,2015.0,0.09,cash,NDX
18/05/15,2014.0,0.1,cash,NDX
22/08/14,2014.0,0.07,share,NDX
02/07/21,2021.0,0.1,cash,NED
25/09/20,2020.0,0.05,cash,NED
07/12/23,2022.0,0.014,cash,NEM
13/09/24,2023.0,0.5,cash,NET
09/10/23,2022.0,0.35,cash,NET
21/09/22,2021.0,0.5,cash,NET
30/09/21,2020.0,0.6,cash,NET
11/08/20,2019.0,0.22,cash,NET
27/05/20,2019.0,0.02,cash,NET
13/12/19,2019.0,0.08,cash,NET
28/06/19,2018.0,0.15,cash,NET
23/11/18,2018.0,0.05,cash,NET
22/06/18,2017.0,0.15,cash,NET
30/11/17,2017.0,0.1,cash,NET
16/08/17,2016.0,0.13,cash,NET
29/11/16,2016.0,0.15,cash,NET
22/07/16,2015.0,0.3,cash,NET
18/05/15,2014.0,0.2,cash,NET
15/05/24,2023.0,0.16,cash,NFC
19/05/23,2022.0,0.13,cash,NFC
24/05/22,2021.0,0.08,cash,NFC
28/05/21,2020.0,0.06,cash,NFC
29/06/20,2019.0,0.06,cash,NFC
10/06/19,2018.0,0.04,cash,NFC
14/12/18,2018.0,0.08,cash,NFC
21/05/18,2017.0,0.07,cash,NFC
30/11/17,2017.0,0.05,cash,NFC
18/05/17,2016.0,0.05,cash,NFC
30/11/16,2016.0,0.07,cash,NFC
19/05/16,2015.0,0.2,cash,NFC
19/05/15,2014.0,0.25,cash,NFC
14/05/14,2013.0,0.25,cash,NFC
14/07/10,2010.0,0.5,share,NFC
24/03/16,2015.0,0.1,cash,NGC
23/06/15,2015.0,0.667,share,NGC
08/04/15,2014.0,0.1,cash,NGC
18/03/14,2013.0,0.13,cash,NGC
08/05/13,2012.0,0.07,cash,NGC
01/03/12,2011.0,0.12,cash,NGC
11/01/11,2010.0,0.08,cash,NGC
29/12/09,2009.0,0.15,cash,NGC
29/12/08,2008.0,0.1,cash,NGC
08/08/08,2008.0,0.1,cash,NGC
09/10/19,2019.0,0.16,share,NHA
10/05/18,2018.0,0.16,share,NHA
29/06/17,2016.0,0.045,cash,NHA
23/08/16,2015.0,0.045,cash,NHA
23/08/16,2016.0,0.055,cash,NHA
08/10/15,2014.0,0.045,cash,NHA
08/10/15,2015.0,0.055,cash,NHA
22/03/11,2011.0,0.5,share,NHA
07/06/23,2022.0,0.09,cash,NHC
15/08/22,2021.0,0.2,cash,NHC
30/12/21,2021.0,0.15,cash,NHC
03/06/21,2020.0,0.1,cash,NHC
20/04/21,2020.0,0.1,cash,NHC
17/11/20,2020.0,0.1,cash,NHC
15/04/20,2019.0,0.14,cash,NHC
14/11/19,2019.0,0.15,cash,NHC
02/04/19,2018.0,0.15,cash,NHC
29/08/18,2018.0,0.1,cash,NHC
29/05/18,2017.0,0.1,cash,NHC
29/03/18,2017.0,0.15,cash,NHC
24/11/17,2016.0,0.05,cash,NHC
24/11/17,2017.0,0.05,cash,NHC
17/03/17,2016.0,0.1,cash,NHC
27/06/24,2023.0,0.05,cash,NHH
15/06/23,2022.0,0.05,cash,NHH
17/03/21,2020.0,0.1,cash,NHH
07/09/20,2019.0,0.05,cash,NHH
26/06/20,2019.0,0.05,cash,NHH
09/08/19,2018.0,0.1,cash,NHH
23/05/18,2017.0,0.2,cash,NHH
31/12/16,2016.0,0.3,cash,NHH
31/12/15,2015.0,0.3,cash,NHH
31/12/14,2014.0,0.3,cash,NHH
17/10/16,2015.0,0.019,cash,NHP
27/07/16,2016.0,0.035,share,NHP
07/10/24,2023.0,0.1,cash,NHT
10/05/23,2022.0,0.15,cash,NHT
07/11/22,2022.0,0.3,share,NHT
20/01/22,2022.0,0.2,share,NHT
19/03/21,2020.0,0.1,cash,NHT
04/01/21,2020.0,0.1,cash,NHT
17/08/20,2019.0,0.09,cash,NHT
25/06/20,2019.0,0.2,cash,NHT
16/04/19,2019.0,0.5,share,NHT
11/09/18,2018.0,0.25,share,NHT
11/09/18,2018.0,0.15,cash,NHT
02/03/18,2017.0,0.6,cash,NHT
31/12/16,2016.0,0.2,cash,NHT
16/06/22,2021.0,0.07,cash,NHV
16/06/22,2022.0,0.7,share,NHV
01/07/24,2023.0,0.1,cash,NJC
22/09/23,2022.0,0.3,cash,NJC
27/05/22,2021.0,0.15,cash,NJC
09/08/21,2020.0,0.15,cash,NJC
11/01/21,2019.0,0.12,cash,NJC
31/12/18,2018.0,0.3,cash,NJC
03/06/22,2021.0,0.1,cash,NKG
03/06/22,2022.0,0.2,share,NKG
23/08/21,2021.0,0.07,share,NKG
21/12/20,2020.0,0.03,cash,NKG
11/06/18,2018.0,0.4,share,NKG
16/11/17,2017.0,0.1,cash,NKG
17/05/17,2017.0,0.15,share,NKG
17/05/17,2017.0,0.35,share,NKG
03/07/15,2015.0,0.08,share,NKG
13/09/11,2010.0,0.04,cash,NKG
13/09/11,2011.0,0.3,share,NKG
29/05/24,2023.0,0.05,cash,NLG
29/05/23,2022.0,0.02,cash,NLG
13/12/22,2022.0,0.03,cash,NLG
24/05/22,2021.0,0.056,cash,NLG
24/11/21,2021.0,0.036,share,NLG
24/11/21,2021.0,0.062,cash,NLG
18/05/21,2020.0,0.044,cash,NLG
14/12/20,2020.0,0.045,cash,NLG
24/09/20,2020.0,0.096,share,NLG
05/06/20,2019.0,0.048,cash,NLG
