exercise_date,cash_year,cash_dividend_percentage,issue_method,Symbol
11/12/19,2019.0,0.048,cash,NLG
04/09/19,2019.0,0.082,share,NLG
10/06/19,2018.0,0.029,cash,NLG
04/12/18,2018.0,0.02,cash,NLG
06/06/18,2017.0,0.019,cash,NLG
17/06/24,2023.0,0.08,cash,NLS
15/06/23,2022.0,0.075,cash,NLS
02/06/22,2021.0,0.075,cash,NLS
16/06/21,2020.0,0.067,cash,NLS
03/06/20,2019.0,0.06,cash,NLS
13/06/19,2018.0,0.052,cash,NLS
25/05/18,2017.0,0.039,cash,NLS
26/05/17,2016.0,0.035,cash,NLS
19/07/16,2015.0,0.035,cash,NLS
31/12/14,2014.0,0.032,cash,NLS
31/12/13,2013.0,0.03,cash,NLS
12/09/24,2023.0,0.05,cash,NNC
24/07/23,2022.0,0.05,cash,NNC
19/04/21,2020.0,0.18,cash,NNC
27/11/20,2019.0,0.32,cash,NNC
27/11/20,2020.0,0.18,cash,NNC
07/11/19,2019.0,0.5,cash,NNC
27/02/19,2018.0,0.2,cash,NNC
29/11/18,2018.0,0.4,cash,NNC
06/09/18,2017.0,0.7,cash,NNC
19/03/18,2017.0,0.3,cash,NNC
11/10/17,2017.0,0.3,cash,NNC
06/07/17,2017.0,0.333,share,NNC
15/03/17,2016.0,0.3,cash,NNC
29/09/16,2016.0,0.3,cash,NNC
29/06/16,2016.0,0.25,share,NNC
10/06/24,2023.0,0.47,cash,NNT
25/05/23,2022.0,0.36,cash,NNT
17/05/22,2021.0,0.25,cash,NNT
17/05/21,2020.0,0.25,cash,NNT
18/06/20,2019.0,0.25,cash,NNT
18/07/19,2018.0,0.2,cash,NNT
15/06/18,2017.0,0.12,cash,NNT
02/06/17,2016.0,0.15,cash,NNT
14/07/16,2015.0,0.14,cash,NNT
14/07/15,2013.0,0.049,cash,NNT
14/07/15,2014.0,0.12,cash,NNT
16/07/14,2012.0,0.05,cash,NNT
16/07/14,2013.0,0.1,cash,NNT
14/11/24,2023.0,0.05,cash,NO1
27/11/23,2022.0,0.05,cash,NO1
17/01/12,2010.0,0.05,cash,NOS
17/06/24,2023.0,0.035,cash,NQB
28/08/23,2022.0,0.03,cash,NQB
22/09/22,2021.0,0.017,cash,NQB
24/09/21,2020.0,0.016,cash,NQB
30/11/20,2019.0,0.015,cash,NQB
29/08/19,2018.0,0.01,cash,NQB
15/08/18,2017.0,0.008,cash,NQB
15/05/17,2016.0,0.007,cash,NQB
16/06/16,2015.0,0.005,cash,NQB
24/07/24,2023.0,0.028,cash,NQN
09/08/23,2022.0,0.028,cash,NQN
19/07/22,2021.0,0.028,cash,NQN
17/09/21,2020.0,0.027,cash,NQN
19/10/20,2019.0,0.059,cash,NQN
24/10/19,2018.0,0.054,cash,NQN
04/03/19,2017.0,0.026,cash,NQN
17/12/18,2017.0,0.041,cash,NQN
31/12/16,2016.0,0.042,cash,NQN
31/12/15,2015.0,0.033,cash,NQN
14/06/24,2023.0,0.046,cash,NQT
19/07/23,2022.0,0.049,cash,NQT
14/06/22,2021.0,0.047,cash,NQT
09/12/21,2020.0,0.055,cash,NQT
14/07/20,2019.0,0.035,cash,NQT
12/07/19,2018.0,0.032,cash,NQT
13/08/18,2017.0,0.03,cash,NQT
22/05/17,2016.0,0.027,cash,NQT
01/07/22,2023.0,0.05,share,NRC
21/10/21,2021.0,0.05,share,NRC
15/10/20,2020.0,0.05,share,NRC
30/07/20,2019.0,0.05,cash,NRC
26/12/19,2020.0,0.15,share,NRC
28/11/19,2018.0,0.05,cash,NRC
15/11/18,2017.0,0.2,cash,NRC
05/07/24,2023.0,0.013,cash,NS2
17/07/23,2022.0,0.012,cash,NS2
16/06/22,2021.0,0.015,cash,NS2
10/06/21,2020.0,0.012,cash,NS2
23/07/20,2019.0,0.011,cash,NS2
23/05/19,2018.0,0.011,cash,NS2
01/06/18,2017.0,0.011,cash,NS2
31/05/17,2016.0,0.011,cash,NS2
06/06/16,2015.0,0.005,cash,NS2
17/01/25,2023.0,0.2,cash,NSC
24/06/24,2023.0,0.2,cash,NSC
19/12/23,2022.0,0.2,cash,NSC
23/06/23,2022.0,0.2,cash,NSC
27/12/22,2021.0,0.3,cash,NSC
11/07/22,2021.0,0.4,cash,NSC
31/12/21,2020.0,0.2,cash,NSC
25/06/21,2020.0,0.2,cash,NSC
11/01/21,2019.0,0.25,cash,NSC
01/10/20,2019.0,0.15,cash,NSC
13/12/19,2018.0,0.15,cash,NSC
07/03/19,2018.0,0.15,cash,NSC
02/10/18,2018.0,0.15,share,NSC
09/01/18,2017.0,0.15,cash,NSC
25/08/17,2016.0,0.15,cash,NSC
27/12/18,2017.0,0.05,cash,NSG
02/10/17,2016.0,0.055,cash,NSG
02/10/17,2017.0,0.03,cash,NSG
21/11/16,2015.0,0.025,cash,NSG
21/11/16,2016.0,0.03,cash,NSG
25/10/15,2015.0,0.03,cash,NSG
31/12/14,2014.0,0.05,cash,NSG
31/12/13,2013.0,0.05,cash,NSG
31/12/12,2012.0,0.06,cash,NSG
31/12/11,2011.0,0.01,cash,NSG
31/12/11,2011.0,0.1,share,NSH
17/04/24,2023.0,0.045,cash,NSL
07/09/23,2023.0,0.1,cash,NSL
04/04/23,2022.0,0.045,cash,NSL
11/08/22,2022.0,0.1,cash,NSL
08/04/22,2021.0,0.045,cash,NSL
28/07/21,2021.0,0.1,cash,NSL
21/01/21,2020.0,0.063,cash,NSL
28/08/20,2019.0,0.045,cash,NSL
28/08/20,2020.0,0.1,cash,NSL
26/12/19,2019.0,0.08,cash,NSL
22/05/19,2018.0,0.02,cash,NSL
31/12/18,2018.0,0.08,cash,NSL
31/12/17,2017.0,0.1,cash,NSL
31/12/16,2016.0,0.1,cash,NSL
31/12/15,2015.0,0.05,cash,NSL
25/09/24,2023.0,0.01,cash,NSS
22/12/23,2023.0,0.03,cash,NSS
06/11/23,2022.0,0.018,cash,NSS
21/12/22,2022.0,0.1,cash,NSS
29/09/22,2021.0,0.493,cash,NSS
16/07/21,2020.0,0.83,cash,NSS
10/12/20,2020.0,0.4,cash,NSS
15/07/20,2019.0,0.171,cash,NSS
30/05/19,2018.0,0.35,cash,NSS
09/11/18,2018.0,1.0,cash,NSS
30/06/18,2018.0,0.15,cash,NSS
31/12/17,2017.0,0.9,cash,NSS
31/12/16,2016.0,0.965,cash,NSS
13/09/24,2023.0,0.065,cash,NST
20/09/23,2022.0,0.032,cash,NST
13/10/22,2021.0,0.03,cash,NST
01/10/20,2019.0,0.09,cash,NST
19/09/19,2018.0,0.09,cash,NST
17/08/18,2017.0,0.04,cash,NST
02/10/15,2014.0,0.1,cash,NST
27/05/14,2013.0,0.1,cash,NST
07/05/13,2012.0,0.1,cash,NST
08/05/12,2011.0,0.18,cash,NST
28/04/11,2010.0,0.18,cash,NST
18/05/10,2009.0,0.18,cash,NST
25/03/09,2008.0,0.18,cash,NST
26/03/08,2007.0,0.18,cash,NST
12/03/07,2006.0,0.14,cash,NST
17/01/25,2023.0,0.08,cash,NT2
14/03/24,2023.0,0.07,cash,NT2
14/09/23,2022.0,0.15,cash,NT2
23/03/23,2022.0,0.1,cash,NT2
07/10/22,2021.0,0.065,cash,NT2
04/04/22,2021.0,0.1,cash,NT2
29/09/21,2020.0,0.1,cash,NT2
05/02/21,2020.0,0.1,cash,NT2
23/07/20,2019.0,0.15,cash,NT2
09/01/20,2019.0,0.1,cash,NT2
27/12/18,2018.0,0.09,cash,NT2
20/09/18,2018.0,0.15,cash,NT2
13/07/18,2015.0,0.279,cash,NT2
17/05/18,2017.0,0.2,cash,NT2
09/10/17,2017.0,0.1,cash,NT2
20/06/12,2012.0,0.105,share,NTB
22/11/24,2023.0,0.6,cash,NTC
05/09/23,2022.0,0.2,cash,NTC
14/12/22,2022.0,0.6,cash,NTC
29/11/22,2021.0,0.1,cash,NTC
16/12/21,2021.0,0.8,cash,NTC
14/09/21,2020.0,0.6,cash,NTC
03/12/20,2020.0,0.6,cash,NTC
30/07/20,2019.0,0.5,cash,NTC
06/12/19,2019.0,0.5,cash,NTC
02/08/19,2018.0,1.0,cash,NTC
27/12/18,2018.0,1.0,cash,NTC
24/08/18,2017.0,0.6,cash,NTC
24/05/17,2016.0,0.3,cash,NTC
09/12/16,2016.0,0.15,cash,NTC
10/06/16,2015.0,0.18,cash,NTC
13/09/24,2023.0,0.1,cash,NTF
06/09/19,2018.0,0.1,cash,NTF
27/06/18,2017.0,0.05,cash,NTF
31/12/17,2017.0,0.05,cash,NTF
31/12/16,2016.0,0.1,cash,NTF
31/12/15,2015.0,0.08,cash,NTF
07/01/25,2024.0,0.1,cash,NTH
27/08/24,2024.0,0.1,cash,NTH
04/06/24,2023.0,0.15,cash,NTH
11/03/24,2023.0,0.1,cash,NTH
22/12/23,2023.0,0.1,cash,NTH
05/09/23,2023.0,0.1,cash,NTH
01/06/23,2022.0,0.15,cash,NTH
23/02/23,2022.0,0.1,cash,NTH
06/12/22,2022.0,0.1,cash,NTH
09/09/22,2022.0,0.1,cash,NTH
14/06/22,2021.0,0.1,cash,NTH
05/04/22,2021.0,0.1,cash,NTH
09/02/22,2021.0,0.1,cash,NTH
29/12/21,2020.0,0.07,cash,NTH
27/05/21,2020.0,0.15,cash,NTH
03/10/24,2024.0,0.12,cash,NTL
14/05/24,2023.0,0.25,cash,NTL
15/12/23,2022.0,0.25,cash,NTL
21/06/22,2021.0,0.1,cash,NTL
04/01/22,2021.0,0.15,cash,NTL
14/06/21,2020.0,0.1,cash,NTL
13/01/21,2020.0,0.15,cash,NTL
11/06/20,2019.0,0.1,cash,NTL
30/03/20,2019.0,0.05,cash,NTL
27/12/19,2019.0,0.1,cash,NTL
21/05/19,2018.0,0.15,cash,NTL
23/01/19,2017.0,0.1,cash,NTL
09/01/18,2016.0,0.1,cash,NTL
10/12/15,2015.0,0.1,cash,NTL
03/12/14,2012.0,0.05,cash,NTL
06/01/25,2024.0,0.15,cash,NTP
08/07/24,2024.0,0.1,share,NTP
30/05/24,2023.0,0.1,cash,NTP
04/12/23,2023.0,0.15,cash,NTP
31/05/23,2022.0,0.05,cash,NTP
30/11/22,2022.0,0.15,cash,NTP
18/05/22,2021.0,0.1,cash,NTP
04/11/21,2021.0,0.15,cash,NTP
07/05/21,2020.0,0.1,cash,NTP
03/11/20,2020.0,0.15,cash,NTP
04/06/20,2019.0,0.1,cash,NTP
03/01/20,2019.0,0.1,cash,NTP
29/07/19,2018.0,0.1,cash,NTP
29/05/18,2017.0,0.15,cash,NTP
07/11/17,2017.0,0.15,cash,NTP
16/05/17,2016.0,0.1,cash,NTT
12/05/16,2015.0,0.16,cash,NTT
31/12/14,2014.0,0.16,cash,NTT
14/08/24,2023.0,0.1,cash,NTW
18/07/23,2022.0,0.1,cash,NTW
05/08/22,2021.0,0.12,cash,NTW
29/07/21,2020.0,0.12,cash,NTW
29/06/20,2019.0,0.15,cash,NTW
09/07/19,2018.0,0.15,cash,NTW
14/06/18,2017.0,0.2,cash,NTW
29/05/17,2016.0,0.2,cash,NTW
27/05/16,2015.0,0.2,cash,NTW
03/06/15,2014.0,0.15,cash,NTW
28/01/15,2014.0,0.1,cash,NTW
16/05/14,2013.0,0.15,cash,NTW
06/12/13,2013.0,0.1,cash,NTW
20/05/13,2012.0,0.1,cash,NTW
15/01/13,2012.0,0.1,cash,NTW
24/07/24,2023.0,0.078,cash,NUE
29/06/23,2022.0,0.075,cash,NUE
28/07/22,2021.0,0.069,cash,NUE
15/12/21,2020.0,0.072,cash,NUE
02/07/20,2019.0,0.071,cash,NUE
13/08/19,2018.0,0.089,cash,NUE
05/07/18,2017.0,0.079,cash,NUE
27/07/17,2016.0,0.086,cash,NUE
31/12/15,2015.0,0.035,cash,NUE
05/12/11,2010.0,0.025,cash,NVB
01/10/10,2010.0,0.05,cash,NVB
24/12/21,2021.0,0.31,share,NVL
29/05/24,2023.0,0.022,cash,NVP
29/05/23,2022.0,0.019,cash,NVP
01/06/22,2021.0,0.012,cash,NVP
29/07/21,2020.0,0.018,cash,NVP
31/12/14,2014.0,0.008,cash,NVP
26/09/24,2023.0,0.05,cash,NWT
06/10/23,2022.0,0.06,cash,NWT
12/10/21,2020.0,0.025,cash,NWT
08/08/19,2018.0,0.022,cash,NWT
29/11/18,2017.0,0.02,cash,NWT
29/08/24,2024.0,0.2,share,OCB
02/08/21,2021.0,0.25,share,OCB
31/12/20,2020.0,0.25,share,OCB
31/12/19,2019.0,0.2,share,OCB
31/12/16,2016.0,0.05,cash,OCB
26/07/13,2012.0,0.08,cash,OCH
13/04/12,2011.0,0.08,cash,OCH
26/07/11,2010.0,0.06,cash,OCH
04/10/13,2012.0,0.05,cash,OGC
12/07/12,2011.0,0.05,cash,OGC
22/12/10,2010.0,0.1,cash,OGC
05/09/24,2023.0,0.02,cash,OIL
23/08/23,2022.0,0.02,cash,OIL
19/07/22,2021.0,0.035,cash,OIL
14/03/23,2020.0,0.05,cash,ONE
07/05/21,2019.0,0.05,cash,ONE
05/12/19,2018.0,0.05,cash,ONE
10/12/18,2017.0,0.08,cash,ONE
24/08/17,2017.0,0.1,share,ONE
14/06/16,2016.0,0.12,share,ONE
07/01/16,2016.0,0.1,share,ONE
24/11/14,2013.0,0.05,cash,ONE
24/11/14,2013.0,0.05,cash,ONE
26/11/13,2012.0,0.05,cash,ONE
26/11/13,2012.0,0.05,cash,ONE
01/02/13,2011.0,0.12,cash,ONE
18/05/11,2010.0,0.1,cash,ONE
25/10/10,2009.0,0.05,cash,ONE
25/10/10,2010.0,0.12,share,ONE
13/05/24,2023.0,0.15,cash,OPC
17/05/23,2022.0,0.05,cash,OPC
19/04/23,2022.0,0.1,cash,OPC
20/12/21,2021.0,0.1,cash,OPC
11/06/21,2020.0,0.2,cash,OPC
02/12/20,2020.0,0.1,cash,OPC
13/07/20,2019.0,0.2,cash,OPC
22/11/19,2019.0,0.1,cash,OPC
14/06/19,2018.0,0.1,cash,OPC
26/11/18,2018.0,0.1,cash,OPC
18/05/18,2017.0,0.1,cash,OPC
07/11/17,2017.0,0.1,cash,OPC
23/05/17,2016.0,0.1,cash,OPC
30/09/16,2016.0,0.1,cash,OPC
16/02/16,2015.0,0.1,cash,OPC
14/06/24,2024.0,0.12,share,ORS
27/12/24,2024.0,0.05,cash,PAC
27/09/24,2023.0,0.1,cash,PAC
31/01/24,2023.0,0.05,cash,PAC
25/08/23,2022.0,0.07,cash,PAC
18/01/23,2022.0,0.1,cash,PAC
12/08/22,2021.0,0.05,cash,PAC
21/03/22,2021.0,0.1,cash,PAC
12/08/21,2020.0,0.05,cash,PAC
19/11/20,2020.0,0.1,cash,PAC
23/06/20,2019.0,0.05,cash,PAC
05/12/19,2019.0,0.15,cash,PAC
19/06/19,2017.0,0.05,cash,PAC
13/12/18,2018.0,0.07,cash,PAC
08/10/18,2018.0,0.08,cash,PAC
25/06/18,2017.0,0.3,cash,PAC
19/11/24,2023.0,0.09,cash,PAI
16/11/23,2022.0,0.08,cash,PAI
29/12/22,2021.0,0.08,cash,PAI
30/12/21,2020.0,0.06,cash,PAI
30/12/20,2019.0,0.04,cash,PAI
15/11/19,2018.0,0.02,cash,PAI
06/11/18,2017.0,0.03,cash,PAI
26/06/24,2023.0,0.05,cash,PAN
03/02/21,2020.0,0.05,cash,PAN
17/07/17,2017.0,0.15,share,PAN
28/10/15,2015.0,0.1,cash,PAN
27/08/14,2014.0,0.1,cash,PAN
22/01/14,2013.0,0.1,cash,PAN
29/11/12,2012.0,0.1,cash,PAN
14/03/12,2011.0,0.1,cash,PAN
15/03/11,2010.0,0.15,cash,PAN
21/10/09,2009.0,0.15,cash,PAN
25/05/09,2008.0,0.05,cash,PAN
24/11/08,2008.0,0.15,cash,PAN
09/04/08,2007.0,0.4,cash,PAN
05/06/07,2007.0,0.5,share,PAN
17/12/21,2020.0,0.08,cash,PAS
23/02/21,2021.0,0.1,share,PAS
23/02/21,2019.0,0.05,cash,PAS
12/12/19,2016.0,0.06,cash,PAS
12/12/19,2017.0,0.06,cash,PAS
12/12/19,2018.0,0.08,cash,PAS
19/11/24,2024.0,0.7,cash,PAT
12/04/24,2023.0,0.1,cash,PAT
19/12/23,2023.0,0.9,cash,PAT
07/04/23,2022.0,1.066,cash,PAT
19/12/22,2022.0,1.0,cash,PAT
04/08/22,2022.0,1.0,cash,PAT
19/04/22,2021.0,0.76,cash,PAT
06/12/21,2021.0,0.2,cash,PAT
28/02/23,2022.0,0.05,cash,PBC
19/08/22,2022.0,0.03,share,PBC
07/12/20,2019.0,0.011,cash,PBC
03/01/17,2015.0,0.006,cash,PBC
22/06/15,2014.0,0.05,cash,PBC
18/06/14,2013.0,0.03,cash,PBC
25/10/24,2023.0,0.09,cash,PBP
19/10/23,2022.0,0.085,cash,PBP
06/09/22,2021.0,0.085,cash,PBP
02/07/21,2020.0,0.08,cash,PBP
30/07/20,2019.0,0.08,cash,PBP
12/07/19,2018.0,0.07,cash,PBP
12/07/19,2019.0,0.05,share,PBP
08/08/18,2018.0,0.12,share,PBP
15/05/17,2016.0,0.15,cash,PBP
03/06/16,2016.0,0.25,share,PBP
15/05/15,2014.0,0.2,cash,PBP
19/09/24,2023.0,0.066,cash,PBT
19/09/24,2009.0,0.011,cash,PBT
29/08/23,2022.0,0.052,cash,PBT
27/05/22,2021.0,0.069,cash,PBT
25/05/21,2020.0,0.059,cash,PBT
19/05/20,2019.0,0.065,cash,PBT
27/06/19,2018.0,0.048,cash,PBT
06/09/18,2018.0,0.028,cash,PBT
31/12/17,2017.0,0.066,cash,PBT
31/12/16,2016.0,0.06,cash,PBT
31/12/15,2015.0,0.051,cash,PBT
07/11/24,2024.0,0.15,share,PC1
22/11/23,2023.0,0.15,share,PC1
01/11/22,2022.0,0.15,share,PC1
04/11/21,2021.0,0.2,share,PC1
01/12/20,2020.0,0.2,share,PC1
19/06/19,2019.0,0.2,share,PC1
08/08/18,2018.0,0.15,share,PC1
05/06/17,2017.0,0.3,share,PC1
20/06/16,2016.0,0.2,share,PC1
03/11/15,2015.0,0.2,share,PC1
31/07/14,2014.0,0.117,share,PC1
25/04/14,2013.0,0.083,cash,PC1
30/06/13,2013.0,0.193,share,PC1
31/10/24,2023.0,0.15,cash,PCC
16/11/23,2022.0,0.1,cash,PCC
12/01/23,2021.0,0.1,cash,PCC
20/10/21,2020.0,0.1,cash,PCC
18/12/20,2019.0,0.1,cash,PCC
05/06/20,2019.0,0.1,cash,PCC
30/09/19,2018.0,0.05,cash,PCC
21/03/19,2018.0,0.1,cash,PCC
12/09/18,2017.0,0.05,cash,PCC
05/04/18,2017.0,0.1,cash,PCC
31/12/15,2015.0,0.15,cash,PCC
31/12/14,2014.0,0.15,cash,PCC
30/08/24,2023.0,0.14,cash,PCE
30/08/23,2022.0,0.3,cash,PCE
12/08/22,2021.0,0.25,cash,PCE
16/07/21,2020.0,0.12,cash,PCE
21/07/20,2019.0,0.12,cash,PCE
03/06/19,2018.0,0.12,cash,PCE
17/05/18,2017.0,0.09,cash,PCE
16/11/17,2017.0,0.06,cash,PCE
13/04/17,2016.0,0.14,cash,PCE
24/11/16,2016.0,0.06,cash,PCE
29/04/16,2015.0,0.14,cash,PCE
03/12/15,2015.0,0.06,cash,PCE
26/04/13,2012.0,0.05,cash,PCF
02/03/12,2011.0,0.15,cash,PCF
01/03/11,2010.0,0.15,cash,PCF
14/07/16,2015.0,0.02,cash,PCG
06/05/15,2014.0,0.04,cash,PCG
25/04/14,2013.0,0.065,cash,PCG
29/05/13,2012.0,0.025,cash,PCG
23/05/12,2011.0,0.03,cash,PCG
24/05/11,2010.0,0.03,cash,PCG
11/07/24,2024.0,0.1,share,PCH
14/08/23,2023.0,0.1,share,PCH
19/09/22,2021.0,0.002,cash,PCM
14/10/21,2020.0,0.003,cash,PCM
25/09/20,2019.0,0.024,cash,PCM
14/06/19,2018.0,0.012,cash,PCM
17/10/16,2015.0,0.06,cash,PCN
27/10/22,2022.0,0.2,share,PCT
27/06/16,2015.0,0.09,cash,PCT
14/04/15,2014.0,0.1,cash,PCT
21/06/24,2023.0,0.05,cash,PDB
28/07/22,2022.0,0.1,cash,PDB
24/04/20,2019.0,0.1,cash,PDB
28/12/18,2018.0,0.1,cash,PDB
28/05/18,2017.0,0.1,cash,PDB
17/07/17,2016.0,0.05,cash,PDB
17/07/17,2017.0,0.1,share,PDB
22/09/16,2015.0,0.15,cash,PDB
22/09/16,2016.0,0.05,cash,PDB
25/12/15,2015.0,0.1,cash,PDB
12/12/14,2014.0,0.135,share,PDB
11/06/24,2023.0,0.23,cash,PDN
24/10/23,2023.0,0.12,cash,PDN
14/06/23,2022.0,0.3,cash,PDN
17/11/22,2022.0,0.2,cash,PDN
01/07/22,2021.0,0.25,cash,PDN
17/03/22,2021.0,0.15,cash,PDN
20/07/21,2020.0,0.2,cash,PDN
17/03/21,2020.0,0.15,cash,PDN
17/06/20,2019.0,0.15,cash,PDN
11/02/20,2019.0,0.15,cash,PDN
18/07/19,2018.0,0.25,cash,PDN
10/12/18,2018.0,0.1,cash,PDN
14/06/18,2017.0,0.15,cash,PDN
16/01/18,2017.0,0.15,cash,PDN
18/05/17,2016.0,0.15,cash,PDN
20/04/22,2022.0,0.363,share,PDR
26/04/21,2021.0,0.117,share,PDR
23/03/21,2021.0,0.1,share,PDR
06/11/20,2020.0,0.07,share,PDR
22/05/20,2020.0,0.13,share,PDR
17/12/19,2019.0,0.12,cash,PDR
24/04/19,2019.0,0.23,share,PDR
27/04/18,2018.0,0.2,share,PDR
23/05/17,2017.0,0.1,share,PDR
17/11/16,2015.0,0.05,cash,PDR
10/07/15,2015.0,0.05,share,PDR
11/03/11,2010.0,0.1,cash,PDR
21/12/10,2010.0,0.1,cash,PDR
16/08/24,2023.0,0.1,cash,PDV
07/08/23,2022.0,0.08,cash,PDV
18/08/22,2021.0,0.06,cash,PDV
09/07/21,2021.0,0.05,share,PDV
25/03/15,2014.0,0.08,cash,PEC
28/03/13,2012.0,0.12,cash,PEC
23/03/12,2011.0,0.15,cash,PEC
08/03/11,2010.0,0.15,cash,PEC
25/05/21,2020.0,0.1,cash,PEN
21/10/20,2019.0,0.05,cash,PEN
22/07/19,2018.0,0.05,cash,PEN
18/09/17,2016.0,0.12,cash,PEN
05/07/16,2015.0,0.1,cash,PEN
15/10/15,2014.0,0.12,cash,PEN
16/05/24,2023.0,0.2,cash,PEQ
30/05/23,2022.0,0.2,cash,PEQ
28/04/22,2021.0,0.2,cash,PEQ
28/04/21,2020.0,0.2,cash,PEQ
04/06/20,2019.0,0.334,cash,PEQ
28/05/19,2018.0,0.18,cash,PEQ
28/05/19,2019.0,0.28,share,PEQ
15/05/18,2018.0,0.28,share,PEQ
15/05/18,2017.0,0.12,cash,PEQ
08/06/17,2016.0,0.12,cash,PEQ
08/06/17,2017.0,0.25,share,PEQ
28/04/16,2015.0,0.12,cash,PEQ
27/04/15,2014.0,0.1,cash,PEQ
09/08/23,2023.0,0.08,share,PET
18/01/23,2023.0,0.1,share,PET
07/06/21,2020.0,0.1,cash,PET
17/08/20,2019.0,0.1,cash,PET
30/05/19,2018.0,0.1,cash,PET
30/05/18,2017.0,0.12,cash,PET
18/07/17,2016.0,0.1,cash,PET
27/09/16,2016.0,0.05,cash,PET
19/05/16,2015.0,0.06,cash,PET
03/08/15,2015.0,0.1,cash,PET
15/05/15,2015.0,0.19,share,PET
22/05/14,2013.0,0.07,cash,PET
27/09/13,2013.0,0.1,cash,PET
25/04/13,2012.0,0.06,cash,PET
04/03/13,2012.0,0.1,cash,PET
05/01/12,2010.0,0.06,cash,PFL
26/08/11,2010.0,0.05,cash,PFL
31/12/11,2011.0,0.18,share,PGB
13/06/24,2023.0,0.12,cash,PGC
07/08/23,2022.0,0.03,cash,PGC
06/12/22,2022.0,0.12,cash,PGC
27/05/22,2021.0,0.14,cash,PGC
28/05/21,2020.0,0.02,cash,PGC
15/12/20,2020.0,0.12,cash,PGC
09/06/20,2019.0,0.2,cash,PGC
24/05/19,2018.0,0.2,cash,PGC
20/03/18,2017.0,0.12,cash,PGC
09/03/17,2016.0,0.12,cash,PGC
28/12/15,2015.0,0.12,cash,PGC
26/12/14,2014.0,0.12,cash,PGC
04/03/14,2012.0,0.02,cash,PGC
04/03/14,2013.0,0.12,cash,PGC
06/02/13,2013.0,0.1,share,PGC
20/08/24,2023.0,0.15,cash,PGD
20/07/23,2022.0,0.45,cash,PGD
19/08/22,2021.0,0.25,cash,PGD
01/09/21,2020.0,0.2,cash,PGD
04/08/20,2019.0,0.25,cash,PGD
02/08/19,2018.0,0.25,cash,PGD
31/07/18,2017.0,0.3,cash,PGD
25/04/17,2016.0,0.18,cash,PGD
08/09/16,2015.0,0.1,cash,PGD
26/10/15,2015.0,0.1,cash,PGD
03/06/15,2014.0,0.1,cash,PGD
03/11/14,2014.0,0.15,cash,PGD
12/06/14,2013.0,0.1,cash,PGD
07/11/13,2013.0,0.1,cash,PGD
13/08/13,2013.0,0.1,cash,PGD
07/06/24,2023.0,0.02,cash,PGI
23/02/24,2023.0,0.1,cash,PGI
08/12/22,2022.0,0.12,cash,PGI
06/06/22,2021.0,0.08,cash,PGI
10/06/21,2020.0,0.02,cash,PGI
10/12/20,2020.0,0.1,cash,PGI
24/02/20,2019.0,0.13,cash,PGI
18/02/19,2018.0,0.12,cash,PGI
09/02/18,2017.0,0.12,cash,PGI
28/04/17,2016.0,0.01,cash,PGI
03/01/17,2016.0,0.1,cash,PGI
16/12/15,2015.0,0.1,cash,PGI
26/03/15,2014.0,0.04,cash,PGI
15/12/14,2014.0,0.05,cash,PGI
19/03/14,2013.0,0.08,cash,PGI
26/01/24,2024.0,0.12,share,PGN
23/06/22,2022.0,0.12,share,PGN
12/11/21,2021.0,0.11,share,PGN
25/02/21,2019.0,0.06,cash,PGN
25/02/21,2021.0,0.06,share,PGN
24/03/20,2018.0,0.08,cash,PGN
30/05/24,2023.0,0.05,cash,PGS
25/03/24,2023.0,0.15,cash,PGS
11/07/23,2022.0,0.2,cash,PGS
09/06/22,2021.0,0.15,cash,PGS
23/06/21,2020.0,0.1,cash,PGS
13/08/20,2019.0,0.08,cash,PGS
17/07/19,2018.0,0.05,cash,PGS
01/11/18,2018.0,0.1,cash,PGS
15/06/18,2017.0,0.08,cash,PGS
24/10/17,2017.0,0.1,cash,PGS
05/06/17,2016.0,0.08,cash,PGS
17/11/16,2016.0,0.1,cash,PGS
25/05/16,2015.0,0.06,cash,PGS
25/05/16,2016.0,0.15,cash,PGS
18/11/15,2015.0,0.1,cash,PGS
16/03/12,2011.0,0.05,cash,PGT
01/04/11,2010.0,0.07,cash,PGT
17/03/10,2009.0,0.05,cash,PGT
28/12/23,2023.0,0.067,cash,PGV
28/12/23,2023.0,0.026,cash,PGV
07/09/23,2022.0,0.145,cash,PGV
27/12/22,2022.0,0.055,cash,PGV
14/07/22,2021.0,0.13,cash,PGV
23/07/21,2020.0,0.05,cash,PGV
23/07/21,2021.0,0.05,share,PGV
13/09/24,2023.0,0.05,cash,PHC
21/09/22,2021.0,0.08,cash,PHC
22/10/21,2021.0,0.08,share,PHC
07/10/20,2019.0,0.1,cash,PHC
21/10/19,2018.0,0.08,cash,PHC
21/10/19,2019.0,0.1,share,PHC
26/10/18,2018.0,0.12,share,PHC
03/07/17,2016.0,0.14,cash,PHC
09/12/16,2015.0,0.1,cash,PHC
17/08/15,2014.0,0.04,cash,PHC
21/03/14,2011.0,0.07,cash,PHC
13/07/11,2011.0,0.1,share,PHC
06/01/11,2010.0,0.08,cash,PHC
10/02/10,2009.0,0.15,cash,PHC
22/05/13,2011.0,0.04,cash,PHH
17/06/11,2010.0,0.08,cash,PHH
05/05/10,2009.0,0.1,cash,PHH
26/12/24,2024.0,0.2,cash,PHN
