exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2,Tickers
HOSE,Hàng & Dịch vụ Công nghiệp,CT,897,2.0,2025-01-18 00:00:00,2025-01-18 00:00:00,1998.0,273,2025-03-02 00:00:00,19.0,46.0,-22,In và Bao bì Mỹ Châu,http://www.mychau.com.vn,184,2723,MCP
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,150,0.0,2025-02-01 00:00:00,2025-02-01 00:00:00,2017.0,434,,3.0,16.0,-76,Môi trường Đô thị Đông Anh,http://moitruongdonganh.vn,199,2799,MDA
HNX,Tài nguyên Cơ bản,CT,1694,182.0,2025-04-21 00:00:00,2025-04-21 00:00:00,2008.0,3338,2025-05-02 00:00:00,13.0,47.0,-134,Than Mông Dương,http://mongduongcoal.vn,160,1771,MDC
UPCOM,Tài nguyên Cơ bản,CT,215,0.0,55.1,55.1,2011.0,412,2025-01-02 00:00:00,65.0,135.0,-157,Gỗ MDF VRG - Quảng Trị,http://mdfquangtri.vn,155,1733,MDF
HOSE,Xây dựng và Vật liệu,CT,407,0.0,2025-03-10 00:00:00,2025-09-10 00:00:00,1986.0,66,,3.0,67.0,-184,Xây dựng Miền Đông,http://miendong.com.vn,180,2353,MDG
UPCOM,Xây dựng và Vật liệu,CT,0,4.0,2025-04-08 00:00:00,2025-04-08 00:00:00,2005.0,162,,-55.0,-42.0,-414,Lắp máy Sông Đà,http://www.someco.com.vn,181,2357,MEC
HNX,Y tế,CT,0,0.0,2025-04-12 00:00:00,2025-04-12 00:00:00,2004.0,342,2025-02-02 00:00:00,3.0,64.0,-0.08,Dược Mediplantex,http://www.mediplantex.com,238,4577,MED
UPCOM,Y tế,CT,0,63.0,2025-01-04 00:00:00,2025-09-03 00:00:00,2001.0,484,,3.0,16.0,857,MEINFA,http://meinfa.vn,236,4537,MEF
HNX,Tài nguyên Cơ bản,CT,237,0.0,15.0,15.0,2003.0,60,,83.0,-27.0,-13,Thép Mê Lin,http://melinsteel.vn,159,1757,MEL
UPCOM,Xây dựng và Vật liệu,CT,101,0.0,2025-06-18 00:00:00,2025-06-18 00:00:00,2006.0,21,,3.0,16.0,-76,Cơ điện Công trình,http://mesc.com.vn,181,2357,MES
UPCOM,Viễn thông,CT,1639,0.09,2025-01-07 00:00:00,2025-01-07 00:00:00,2008.0,2354,,311.0,386.0,1051,Mobifone Service,https://mobifoneservice.com.vn,269,6575,MFS
UPCOM,Tài nguyên Cơ bản,CT,802,0.0,2025-08-10 00:00:00,2025-08-10 00:00:00,2010.0,659,,21.0,0.07,295,Địa chất mỏ - TKV,https://minegeology.vn/default.aspx,166,1775,MGC
UPCOM,Hàng cá nhân & Gia dụng,CT,632,0.0,9.0,9.0,2005.0,1331,2025-06-02 00:00:00,22.0,-22.0,-294,May Đức Giang,http://www.mayducgiang.com.vn,226,3763,MGG
UPCOM,Bất động sản,CT,180,0.0,20.0,20.0,2013.0,9,,-113.0,-0.33,-503,Tập đoàn MGROUP,https://www.mgroup.vn,336,8633,MGR
UPCOM,Bất động sản,CT,271,27.0,24.0,24.0,2007.0,68,2025-03-02 00:00:00,1.0,-63.0,-119,KCN Cao su Bình Long,http://www.blip.vn,336,8633,MH3
HOSE,Hàng & Dịch vụ Công nghiệp,CT,6597,12.0,43.5,43.5,1998.0,37,2025-07-02 00:00:00,9.0,7.0,-292,CTCP MHC,https://mhc.vn,194,2779,MHC
UPCOM,Tài nguyên Cơ bản,CT,155,4.0,2025-03-05 00:00:00,2025-04-05 00:00:00,2007.0,4,,3.0,16.0,-76,Minh Hữu Liên,http://www.minghuulien.com,159,1757,MHL
UPCOM,Tài nguyên Cơ bản,CT,0,9.0,2025-05-05 00:00:00,2025-05-05 00:00:00,2005.0,96,,-34.0,409.0,182,Khoáng sản Quảng Nam,https://minco.com.vn,166,1775,MIC
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,387,0.0,142.0,142.0,2010.0,855,2025-01-02 00:00:00,3.0,32.0,368,Máy và Thiết bị Công nghiệp,https://mie.com.vn,189,2757,MIE
HOSE,Bảo hiểm,BH,0,165.0,198.6,172.7,2012.0,1888,2025-05-02 00:00:00,6.0,-13.0,-13,Bảo hiểm Quân đội,https://www.mic.vn,292,8536,MIG
UPCOM,Tài nguyên Cơ bản,CT,223,4.0,2025-04-03 00:00:00,2025-04-03 00:00:00,1993.0,94,,3.0,16.0,-76,Khoáng sản và Cơ khí,http://www.mimeco.vn,166,1775,MIM
UPCOM,Y tế,CT,914,156.0,2025-03-25 00:00:00,2025-05-25 00:00:00,2002.0,663,2025-07-02 00:00:00,52.0,0.04,65,Dược phẩm Mekophar,http://www.mekophar.com,238,4577,MKP
HNX,Y tế,CT,103,31.0,5.0,5.0,2003.0,96,,-7.0,0.07,-55,Dược Thú Y Cai Lậy,http://www.mekovet.com.vn,238,4577,MKV
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,519,0.0,2025-02-04 00:00:00,2025-02-04 00:00:00,2010.0,617,,3.0,16.0,318,Môi trường Đô thị Tỉnh Lào Cai,https://moitruongdothilaocai.com.vn,199,2799,MLC
UPCOM,Thực phẩm và đồ uống,CT,489,19.0,4.0,4.0,2009.0,112,,-19.0,2.0,117,Chăn nuôi Mitraco,https://channuoimitraco.com.vn,217,3573,MLS
UPCOM,Thực phẩm và đồ uống,CT,687,21.0,329.1,329.1,2011.0,2020,2.0,12.0,0.04,-0.27,Masan MEATLife,https://www.masanmeatlife.com.vn,218,3577,MML
UPCOM,Hàng cá nhân & Gia dụng,CT,281,3.0,20.0,20.0,2005.0,12828,2025-01-02 00:00:00,3.0,-156.0,111,May Nhà Bè,http://www.nhabe.com.vn,226,3763,MNB
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,281,0.0,2025-02-02 00:00:00,2025-02-02 00:00:00,2007.0,361,,3.0,16.0,204,Môi trường Nam Định,https://moitruongnamdinh.com.vn,199,2799,MND
UPCOM,Thực phẩm và đồ uống,CT,0,394.0,400.9,400.9,1992.0,12382,2.0,2.0,0.03,-149,Thủy sản Minh Phú,https://minhphu.com,217,3573,MPC
UPCOM,Hàng cá nhân & Gia dụng,CT,1327,8.0,2025-01-17 00:00:00,2025-01-17 00:00:00,2008.0,6,,3.0,183.0,324,Tập đoàn MPT,http://mptgroup.com.vn,226,3763,MPT
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,223,0.0,2025-01-06 00:00:00,2025-01-06 00:00:00,2006.0,460,,3.0,16.0,-117,Môi trường đô thị Phú Yên,https://moitruongdothiphuyen.vn,199,2799,MPY
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,207,0.0,2025-07-03 00:00:00,2025-07-03 00:00:00,2009.0,222,,3.0,16.0,-71,Môi trường và PT đô thị Quảng Bình,http://www.urencoquangbinh.com.vn,199,2799,MQB
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,289,0.0,7.0,7.0,2009.0,583,,93.0,43.0,332,Môi trường đô thị Quảng Ngãi,https://moitruongdothiquangngai.com.vn,199,2799,MQN
UPCOM,Y tế,CT,165,6.0,2025-08-06 00:00:00,2025-08-06 00:00:00,2003.0,190,,3.0,165.0,-382,Cao su y tế MERUFA,http://www.merufa.com.vn,235,4535,MRF
HOSE,Ngân hàng,NH,34015,275.0,2600.0,2600.0,1991.0,6168,2025-04-02 00:00:00,-0.02,-45.0,-47,MSB Bank,https://msb.com.vn,289,8355,MSB
HOSE,Hàng cá nhân & Gia dụng,CT,511,48.0,75.0,75.0,2013.0,11646,2025-06-02 00:00:00,1.0,-42.0,362,May Sông Hồng,https://www.songhong.vn,226,3763,MSH
HOSE,Thực phẩm và đồ uống,CT,13111,263.0,1438.4,1438.4,2004.0,34816,2025-07-01 00:00:00,-12.0,-52.0,-66,Tập đoàn Masan,https://www.masangroup.com,218,3577,MSN
UPCOM,Tài nguyên Cơ bản,CT,4016,2.0,1099.2,1099.2,2010.0,2328,2025-08-01 00:00:00,-15.0,-33.0,-281,Masan High-Tech Materials,https://masanhightechmaterials.com,166,1775,MSR
HNX,Xây dựng và Vật liệu,CT,4037,9.0,76.0,76.0,2009.0,15,2025-08-01 00:00:00,-11.0,91.0,66,Đầu tư MST,http://www.mmst.vn,181,2357,MST
UPCOM,Tài nguyên Cơ bản,CT,466,0.0,110.1,110.1,2015.0,918,2025-05-02 00:00:00,46.0,959.0,2025-06-02 00:00:00,Khoáng sản và TM Hà Tĩnh,https://mitraco.com.vn,166,1775,MTA
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,364,0.0,2025-03-06 00:00:00,2025-03-06 00:00:00,2009.0,363,,3.0,16.0,-76,Công trình đô thị tỉnh Thái Bình,https://moitruongdothithaibinh.com,199,2799,MTB
UPCOM,Du lịch và Giải trí,CT,0,0.0,2025-08-01 00:00:00,2025-02-05 00:00:00,2008.0,68,,3.0,16.0,-676,Dịch Vụ Du Lịch Mỹ Trà,http://dulichmytra.com.vn,261,5757,MTC
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,565,9.0,2025-05-10 00:00:00,2025-05-10 00:00:00,2007.0,25,,3.0,-0.04,-126,MTGAS,https://mtgas.com.vn,275,7573,MTG
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,432,136.0,2025-08-04 00:00:00,2025-08-04 00:00:00,2007.0,416,,15.0,-42.0,312,Môi trường Đô thị Hà Đông,http://moitruongdothi.com.vn,199,2799,MTH
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,351,2.0,6.0,6.0,2015.0,72,,3.0,35.0,51,Môi trường Đô thị Từ Liêm,http://moitruongdothituliem.com.vn,199,2799,MTL
UPCOM,Y tế,CT,0,1.0,2025-05-07 00:00:00,2025-05-07 00:00:00,2006.0,217,,3.0,41.0,0.1,Dược Medipharco,https://medipharco.vn,238,4577,MTP
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,779,0.0,15.0,15.0,2010.0,673,,-29.0,27.0,-109,Vật tư - TKV,https://vmts.vn,198,2797,MTS
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,309,0.0,2025-04-05 00:00:00,2025-04-05 00:00:00,2010.0,421,,3.0,16.0,-0.05,Công trình đô thị Vũng Tàu,https://dothivungtau.com.vn,199,2799,MTV
HNX,Tài nguyên Cơ bản,CT,627,1.0,105.0,105.0,1980.0,3321,2025-08-02 00:00:00,47.0,0.06,-71,Mỏ Việt Bắc - TKV,https://cmv.vn,166,1775,MVB
UPCOM,Xây dựng và Vật liệu,CT,727,0.0,100.0,100.0,2010.0,498,2025-06-02 00:00:00,-5.0,131.0,-344,VL và XD Bình Dương,http://www.vlxdbd.com.vn,180,2353,MVC
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,491,0.0,1200.6,2025-04-06 00:00:00,2010.0,853,2025-01-03 00:00:00,53.0,469.0,2348,TCT Hàng hải Việt Nam,https://vimc.co,191,2773,MVN
HOSE,Bán lẻ,CT,41908,459.0,1461.5,1462.2,2004.0,60258,2025-01-02 00:00:00,4.0,-36.0,282,Thế giới di động,https://mwg.vn,253,5379,MWG
HOSE,Ngân hàng,NH,4791,12.0,1322.6,1322.6,1992.0,5270,2025-04-02 00:00:00,-53.0,22.0,209,Ngân hàng Nam Á,http://www.namabank.com.vn,289,8355,NAB
UPCOM,Xây dựng và Vật liệu,CT,237,0.0,2025-08-02 00:00:00,2025-08-02 00:00:00,2007.0,412,,3.0,16.0,1084,Tư vấn xây dựng Tổng hợp,https://nagecco.com,181,2357,NAC
HOSE,Thực phẩm và đồ uống,CT,3366,191.0,55.6,55.6,2010.0,1395,2025-02-02 00:00:00,-5.0,-7.0,321,Nafoods Group,https://www.nafoods.com,216,3537,NAF
HNX,Hàng & Dịch vụ Công nghiệp,CT,1067,11.0,34.2,34.2,2007.0,253,2025-01-02 00:00:00,3.0,-2.0,292,Tập đoàn Nagakawa,https://nagakawa.com.vn,186,2733,NAG
HNX,Hàng & Dịch vụ Công nghiệp,CT,534,0.0,2025-05-21 00:00:00,2025-05-21 00:00:00,2009.0,398,,201.0,329.0,249,Cảng Nghệ Tĩnh,https://nghetinhport.vn,193,2777,NAP
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,697,8.0,2025-03-08 00:00:00,2025-03-08 00:00:00,2006.0,721,2025-05-02 00:00:00,3.0,26.0,17,DV Hàng không SB Nội Bài,https://nasco.com.vn,193,2777,NAS
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,488,0.0,2025-07-03 00:00:00,2025-07-03 00:00:00,2010.0,495,,3.0,16.0,447,Công trình Đô thị Nghệ An,https://moitruongdothinghean.com.vn,199,2799,NAU
HOSE,Xây dựng và Vật liệu,CT,668,9.0,8.0,8.0,2001.0,25,2025-07-02 00:00:00,24.0,48.0,0.23,Tấm lợp và gỗ Nam Việt,https://www.navifico.vn,180,2353,NAV
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,691,0.0,37.4,37.4,2006.0,484,2025-02-02 00:00:00,28.0,41.0,-51,Cấp nước Nghệ An,https://www.nawasco.com.vn,277,7577,NAW
HOSE,Bất động sản,CT,5152,5.0,100.2,100.5,2005.0,141,2025-01-02 00:00:00,24.0,-0.03,-56,577 CORP,http://nbb.com.vn,336,8633,NBB
HNX,Tài nguyên Cơ bản,CT,3054,51.0,37.0,37.0,1996.0,3345,2025-03-02 00:00:00,46.0,48.0,-252,Than Núi Béo,http://nuibeo.com.vn,160,1771,NBC
UPCOM,Truyền thông,CT,322,12.0,5.0,5.0,2010.0,65,,0.02,61.0,-21,Sách và Thiết bị GD Miền Bắc,http://stbmienbac.vn,256,5557,NBE
HNX,"Điện, nước & xăng dầu khí đốt",CT,1421,11.0,2025-09-12 00:00:00,2025-09-12 00:00:00,2007.0,401,,81.0,185.0,-5,Nhiệt điện Ninh Bình,http://nbtpc.com.vn,274,7535,NBP
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,293,5.0,2025-04-29 00:00:00,2025-04-29 00:00:00,2006.0,286,2025-07-02 00:00:00,14.0,79.0,338,Cấp thoát nước Bến Tre,https://bewaco.vn,277,7577,NBT
HNX,"Điện, nước & xăng dầu khí đốt",CT,312,56.0,2025-09-10 00:00:00,2025-09-10 00:00:00,2005.0,391,,0.07,121.0,278,Cấp nước Nhà Bè,https://capnuocnhabe.vn,277,7577,NBW
UPCOM,Thực phẩm và đồ uống,CT,742,0.0,119.8,119.8,2004.0,1972,2025-08-01 00:00:00,-57.0,-61.0,-587,Nova Consumer,https://novaconsumer.com.vn,217,3573,NCG
UPCOM,Thực phẩm và đồ uống,CT,571,19.0,2025-09-17 00:00:00,2025-09-17 00:00:00,2004.0,739,2025-07-02 00:00:00,-55.0,-52.0,118,Suất ăn Hàng không Nội Bài,https://noibaicatering.com.vn,218,3577,NCS
HOSE,Hàng & Dịch vụ Công nghiệp,CT,2104,153.0,2025-02-26 00:00:00,2025-02-26 00:00:00,2005.0,712,2025-05-02 00:00:00,2.0,0.03,291,DV Hàng hóa Nội Bài,http://www.noibaicargo.com.vn,193,2777,NCT
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,458,352.0,50.0,50.0,2004.0,78,2025-06-02 00:00:00,3.0,62.0,157,Đầu tư và PT điện Miền Bắc 2,http://nedi2.com.vn,274,7535,ND2
UPCOM,Y tế,CT,170,2.0,6.0,6.0,2004.0,668,2025-06-02 00:00:00,0.01,-37.0,-0.36,Dược phẩm Nam Dược,https://namduoc.vn,238,4577,NDC
UPCOM,Thực phẩm và đồ uống,CT,126,19.0,2025-09-07 00:00:00,2025-09-07 00:00:00,2000.0,3,,3.0,16.0,-76,Nông sản XK Nam Định,http://www.namdinhfoods.com,218,3577,NDF
HNX,Bất động sản,CT,7365,15.0,71.7,71.7,1992.0,21,2025-06-02 00:00:00,-8.0,5.0,-178,PT Nhà Đà Nẵng,https://ndn.com.vn,336,8633,NDN
UPCOM,Y tế,CT,350,0.0,2025-01-11 00:00:00,2025-01-11 00:00:00,2001.0,218,2025-08-02 00:00:00,3.0,-73.0,-96,Dược phẩm 2/9,http://www.nadyphar.com.vn,238,4577,NDP
UPCOM,Hàng cá nhân & Gia dụng,CT,1024,0.0,2025-06-15 00:00:00,2025-06-15 00:00:00,2007.0,1629,,-54.0,-16.0,-0.34,Dệt may Nam Định,https://natexco.com.vn,226,3763,NDT
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,524,0.0,34.2,34.3,2007.0,496,,3.0,16.0,-229,Cấp nước Nam Định,http://capnuocnamdinh.vn,277,7577,NDW
HNX,Xây dựng và Vật liệu,CT,590,4.0,2025-06-09 00:00:00,10.0,2008.0,76,,3.0,16.0,-225,Phát triển Nhà Đà Nẵng,https://ndx.com.vn,181,2357,NDX
UPCOM,Xây dựng và Vật liệu,CT,3902,1.0,40.5,40.5,2006.0,49,2025-03-02 00:00:00,2.0,2.0,354,Phát triển Điện Tây Bắc,https://ned.vn,181,2357,NED
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,105,0.0,2025-08-08 00:00:00,2025-08-08 00:00:00,2004.0,5,2025-08-02 00:00:00,3.0,16.0,0.24,Thiết bị Điện Miền Bắc,https://neem-electric.vn,187,2737,NEM
HNX,Hàng cá nhân & Gia dụng,CT,573,8.0,2025-04-22 00:00:00,2025-04-22 00:00:00,1972.0,292,2025-03-02 00:00:00,-11.0,-0.01,82,Bột giặt Net,http://www.netcovn.com.vn,228,3767,NET
HNX,Hóa chất,CT,272,0.0,2025-07-15 00:00:00,2025-07-15 00:00:00,1977.0,308,,3.0,5.0,319,Phân lân Ninh Bình,http://niferco.com.vn,151,1357,NFC
UPCOM,Thực phẩm và đồ uống,CT,0,134.0,2025-03-02 00:00:00,2025-03-02 00:00:00,2005.0,110,,3.0,16.0,-129,Thủy sản Ngô Quyền,http://www.ngoprexco.com.vn,217,3573,NGC
HOSE,Xây dựng và Vật liệu,CT,5172,9.0,44.2,44.2,2004.0,37,2025-02-02 00:00:00,-31.0,-136.0,408,PT Nhà và Đô thị Nam HN,https://namhanoi.com.vn,181,2357,NHA
HNX,Xây dựng và Vật liệu,CT,476,152.0,3.0,3.0,2000.0,16,2025-06-01 00:00:00,0.1,471.0,25,Gạch ngói Nhị Hiệp,https://gachngoinhihiep.com,180,2353,NHC
HOSE,Hóa chất,CT,3093,5.0,72.9,72.9,1972.0,1604,2025-04-02 00:00:00,7.0,-3.0,-367,Nhựa Hà Nội,https://www.hanoiplastics.com.vn,150,1353,NHH
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,681,2.0,2025-06-27 00:00:00,2025-06-27 00:00:00,2013.0,97,,3.0,16.0,-476,Sản xuất XNK NHP,http://www.nhpvietnam.com,184,2723,NHP
HOSE,Hàng cá nhân & Gia dụng,CT,499,31.0,24.0,24.0,2004.0,658,2025-04-02 00:00:00,-16.0,-25.0,-106,Sản xuất và Thương mại Nam Hoa,http://www.namhoatoys.vn,225,3747,NHT
UPCOM,Tài nguyên Cơ bản,CT,148,5.0,2025-05-05 00:00:00,2025-05-05 00:00:00,2009.0,9,,3.0,13.0,-493,Đầu tư NHV,http://www.nhv.com.vn,158,1755,NHV
UPCOM,Hàng cá nhân & Gia dụng,CT,304,3.0,2025-08-04 00:00:00,2025-02-03 00:00:00,2004.0,978,,-56.0,-37.0,-141,May Nam Định,https://www.nagaco.com,226,3763,NJC
HOSE,Tài nguyên Cơ bản,CT,36861,78.0,447.6,263.3,2002.0,1450,2.0,14.0,-45.0,-311,Thép Nam Kim,https://tonnamkim.com/,159,1757,NKG
HOSE,Bất động sản,CT,20648,433.0,385.1,384.8,2005.0,784,2.0,6.0,-112.0,-158,BĐS Nam Long,https://www.namlongvn.com,336,8633,NLG
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,177,0.0,5.0,5.0,2009.0,410,,3.0,16.0,-76,Cấp thoát nước Lạng Sơn,https://capthoatnuoclangson.com.vn,277,7577,NLS
HOSE,Xây dựng và Vật liệu,CT,1333,0.05,2025-09-21 00:00:00,2025-09-21 00:00:00,2006.0,65,2025-05-02 00:00:00,11.0,89.0,175,Đá Núi Nhỏ,http://nuinho.vn,180,2353,NNC
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,161,3.0,2025-05-09 00:00:00,2025-05-09 00:00:00,1992.0,268,2025-03-02 00:00:00,1.0,18.0,608,Cấp nước Ninh Thuận,https://capnuocninhthuan.com,277,7577,NNT
HOSE,Hàng & Dịch vụ Công nghiệp,CT,233,0.06,24.0,24.0,2011.0,31,,-53.0,-141.0,-196,Tâp đoàn 911,https://911group.com.vn,189,2757,NO1
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,782,0.0,2025-05-19 00:00:00,2025-01-20 00:00:00,2007.0,99,,3.0,-0.1,-0.44,Vận tải Biển và Thương mại Phương Đông,https://vimc.co,191,2773,NOS
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,201,0.0,2025-02-17 00:00:00,2025-02-17 00:00:00,1992.0,225,2025-06-02 00:00:00,3.0,16.0,-454,Cấp nước Quảng Bình,http://capnuocquangbinh.vn,277,7577,NQB
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,993,0.0,50.8,50.8,2010.0,1356,2025-06-02 00:00:00,3.0,16.0,14,Nước sạch Quảng Ninh,http://quawaco.com.vn,277,7577,NQN
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,307,0.0,2025-02-18 00:00:00,2025-02-18 00:00:00,2007.0,255,,3.0,16.0,-81,Nước sạch Quảng Trị,https://qtwaco.vn,277,7577,NQT
HNX,Bất động sản,CT,5445,56.0,92.6,92.6,2014.0,84,2025-09-01 00:00:00,24.0,38.0,-76,Tập đoàn Danh Khôi,https://danhkhoi.com.vn,336,8633,NRC
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,512,0.0,56.8,56.8,1996.0,521,2025-03-02 00:00:00,-22.0,-95.0,1144,Nước sạch số 2 Hà Nội,http://www.hawater.com.vn,277,7577,NS2
HOSE,Thực phẩm và đồ uống,CT,1134,88.0,2025-06-17 00:00:00,2025-06-17 00:00:00,2004.0,666,3.0,46.0,95.0,186,Tập đoàn Giống cây trồng Việt Nam,https://www.vinaseed.com.vn,217,3573,NSC
UPCOM,Hóa chất,CT,211,0.0,2025-06-08 00:00:00,2025-06-08 00:00:00,2013.0,43,,3.0,16.0,77,Nhựa Sài Gòn,https://www.saigonplastic.com.vn,150,1353,NSG
HNX,Tài nguyên Cơ bản,CT,1664,9.0,2025-07-20 00:00:00,2025-07-20 00:00:00,2004.0,251,,49.0,-6.0,-158,Nhôm Sông Hồng,http://www.shalumi.com.vn,157,1753,NSH
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,253,6.0,10.0,10.0,2005.0,217,,3.0,91.0,24,Cấp nước Sơn La,http://capnuocsonla.vn,277,7577,NSL
UPCOM,Thực phẩm và đồ uống,CT,101,0.0,2025-03-10 00:00:00,2025-03-10 00:00:00,2005.0,88,,3.0,16.0,465,Nông súc sản Đồng Nai,https://dolicovn.com,217,3573,NSS
HNX,Hàng cá nhân & Gia dụng,CT,727,34.0,2025-02-11 00:00:00,2025-02-11 00:00:00,2005.0,289,,12.0,16.0,432,Thuốc lá Ngân Sơn,https://www.nganson.vn,229,3785,NST
HOSE,"Điện, nước & xăng dầu khí đốt",CT,6209,137.0,287.9,287.9,2007.0,170,2025-05-02 00:00:00,-11.0,64.0,-245,Điện lực Nhơn Trạch 2,https://www.pvpnt2.vn,274,7535,NT2
UPCOM,Bất động sản,CT,0,3.0,39.8,39.8,1999.0,2,,3.0,16.0,-76,Công trình giao thông 584,http://www.congty584.com.vn,336,8633,NTB
UPCOM,Bất động sản,CT,896,21.0,24.0,24.0,2005.0,132,2025-05-02 00:00:00,4.0,18.0,37,KCN Nam Tân Uyên,http://www.namtanuyen.com.vn,336,8633,NTC
UPCOM,Y tế,CT,145,0.0,6.0,6.0,2013.0,596,,3.0,22.0,-16,Dược Nghệ An,http://www.dnapharma.com.vn,238,4577,NTF
HNX,"Điện, nước & xăng dầu khí đốt",CT,148,1.0,2025-08-10 00:00:00,2025-08-10 00:00:00,2015.0,28,2025-08-02 00:00:00,3.0,16.0,56,Thủy điện Nước Trong,http://www.thuydiennuoctrong.com.vn,274,7535,NTH
HOSE,Bất động sản,CT,5221,139.0,122.0,122.0,2004.0,101,2025-08-02 00:00:00,-3.0,-98.0,214,Đô thị Từ Liêm,https://lideco.vn,336,8633,NTL
HNX,Xây dựng và Vật liệu,CT,2452,168.0,142.5,142.5,1993.0,1350,2025-05-02 00:00:00,-24.0,-0.06,495,Nhựa Tiền Phong,https://nhuatienphong.vn,180,2353,NTP
UPCOM,Hàng cá nhân & Gia dụng,CT,258,0.0,2025-05-23 00:00:00,2025-05-23 00:00:00,2006.0,894,,-0.13,236.0,364,Dệt - May Nha Trang,http://nhatrangtex.com,226,3763,NTT
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,269,1.0,10.0,10.0,2008.0,84,2025-05-02 00:00:00,24.0,57.0,118,Cấp nước Nhơn Trạch,http://www.ntw.com.vn,277,7577,NTW
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,627,0.0,6.0,6.0,2010.0,957,,-17.0,138.0,352,Môi trường Đô thị Nha Trang,http://urenconhatrang.com.vn,199,2799,NUE
HNX,Ngân hàng,NH,2652,15.0,1174.6,560.2,2006.0,1914,2025-09-01 00:00:00,-8.0,28.0,-311,Ngân hàng Quốc Dân,https://www.ncb-bank.vn,289,8355,NVB
HOSE,Bất động sản,CT,77191,44.0,1950-01-01 00:00:00,1950-01-01 00:00:00,1992.0,995,2025-01-02 00:00:00,-103.0,-106.0,-514,Novaland,http://www.novaland.com.vn,336,8633,NVL
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,146,0.0,11.0,11.0,1999.0,127,,3.0,16.0,443,Nước sạch Vĩnh Phúc,https://nuocsachvinhphuc.com.vn/,277,7577,NVP
HOSE,Bất động sản,CT,1080,1.0,90.5,90.5,2006.0,545,2025-05-02 00:00:00,72.0,63.0,-36,Ninh Vân Bay,https://ninhvanbay.vn,336,8633,NVT
UPCOM,Du lịch và Giải trí,CT,148,0.0,2025-05-08 00:00:00,2025-05-08 00:00:00,2015.0,358,,3.0,16.0,428,Vận tải Newway,https://newwayjsc.com.vn,262,5759,NWT
UPCOM,Xây dựng và Vật liệu,CT,174,1.0,2025-06-06 00:00:00,2025-06-06 00:00:00,2015.0,27,,187.0,85.0,-389,SX và Cung ứng VLXD Kon Tum,http://www.kovalixa.net,180,2353,NXT
HOSE,Ngân hàng,NH,20103,191.0,2465-08-01 00:00:00,2465-08-01 00:00:00,1996.0,6904,2025-03-02 00:00:00,-7.0,-12.0,-245,Ngân hàng Phương Đông,https://www.ocb.com.vn,289,8355,OCB
HNX,Thực phẩm và đồ uống,CT,1908,0.0,200.0,200.0,2006.0,1077,2025-02-02 00:00:00,3.0,-2.0,-265,Khách sạn và Dịch vụ OCH,http://www.och.vn,218,3577,OCH
UPCOM,Truyền thông,CT,129,0.0,10.0,10.0,2016.0,115,,11.0,35.0,-68,Tập đoàn Truyền thông và Giải trí ODE,https://ode.vn,254,5553,ODE
HOSE,Dịch vụ tài chính,CT,5895,2.0,300.0,300.0,2007.0,1140,2025-07-01 00:00:00,-0.01,-11.0,-589,Tập đoàn Đại Dương,http://www.oceangroup.vn,299,8775,OGC
UPCOM,Dầu khí,CT,12101,66.0,1034.2,201.4,2008.0,681,2025-07-02 00:00:00,35.0,93.0,222,PV Oil,http://www.pvoil.com.vn,144,533,OIL
HNX,Công nghệ Thông tin,CT,0,59.0,2025-09-07 00:00:00,8.0,2001.0,76,,63.0,55.0,-113,Truyền thông Số 1,http://www.one.com.vn,311,9572,ONE
