exchange,industry,company_type,no_shareholders,foreign_percent,outstanding_share,issue_share,established_year,no_employees,stock_rating,delta_in_week,delta_in_month,delta_in_year,short_name,website,industry_id,industry_id_v2,Tickers
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,171,0.0,2025-04-02 00:00:00,2025-04-02 00:00:00,2004.0,178,,3.0,995.0,407,Cơ điện Uông Bí - Vinacomin,https://www.codienuongbi.vn,189,2757,UEM
HOSE,"Điện, nước & xăng dầu khí đốt",CT,597,0.12,8.0,8.0,2000.0,99,2025-05-02 00:00:00,8.0,-7.0,88,Phát triển Nhà và Đô thị IDICO,http://www.udico.com.vn,274,7535,UIC
UPCOM,Xây dựng và Vật liệu,CT,207,0.0,2025-08-01 00:00:00,2025-08-01 00:00:00,2007.0,221,,3.0,16.0,-78,Công trình đô thị Nam Định,http://congtrinhdothinamdinh.vn,181,2357,UMC
HNX,Công nghệ Thông tin,CT,0,15.0,2025-06-15 00:00:00,2025-06-15 00:00:00,1993.0,2,2025-03-02 00:00:00,45.0,73.0,-0.09,Đầu tư và Phát triển Sao Mai Việt,https://www.uninvest.vn,308,9533,UNI
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,0,0.0,2025-04-03 00:00:00,2025-04-03 00:00:00,2009.0,631,,3.0,-133.0,-0.17,Cây xanh Vũng Tàu,https://upcgreen.com,276,7575,UPC
UPCOM,Y tế,CT,472,0.0,2025-03-13 00:00:00,2025-03-13 00:00:00,2007.0,128,,-135.0,17.0,-318,Dược phẩm TW25,https://uphace.vn,238,4577,UPH
UPCOM,Xây dựng và Vật liệu,CT,154,0.0,2025-05-05 00:00:00,2025-05-05 00:00:00,2004.0,161,,-112.0,26.0,-349,Khảo sát và Xây dựng - USCO,https://usco.vn,181,2357,USC
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,0.0,2025-06-05 00:00:00,2025-06-05 00:00:00,2010.0,352,,-93.0,87.0,134,Công trình Đô thị Sóc Trăng,http://ctdtst.vn,199,2799,USD
UPCOM,Bất động sản,CT,1106,4.0,2025-04-08 00:00:00,2025-04-08 00:00:00,1996.0,3,,3.0,-151.0,-76,VINACONEX No11,http://www.vinaconex11.com.vn,336,8633,V11
HNX,Xây dựng và Vật liệu,CT,520,0.0,2025-06-11 00:00:00,2025-06-11 00:00:00,1996.0,159,,3.0,0.0,-33,VINACONEX 12,http://www.vinaconex12.com.vn,181,2357,V12
UPCOM,Xây dựng và Vật liệu,CT,0,3.0,10.0,10.0,1978.0,0,,3.0,16.0,-76,Vinaconex 15,http://www.vinaconex15.com,181,2357,V15
HNX,Bất động sản,CT,249,0.0,12.0,12.0,2005.0,52,,17.0,2.0,55,Vinaconex 21,https://vinaconex21.vn,336,8633,V21
UPCOM,Ngân hàng,NH,7267,2.0,540.0,540.0,2003.0,1601,2025-08-02 00:00:00,3.0,14.0,179,Ngân hàng Việt Á,http://www.vietabank.com.vn,289,8355,VAB
HOSE,Hóa chất,CT,0,0.0,37.7,37.7,2009.0,374,2025-06-02 00:00:00,26.0,-34.0,53,Phân lân Văn Điển,https://vandienfmp.vn,151,1357,VAF
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,147,24.0,32.0,32.0,2015.0,216,2025-01-03 00:00:00,17.0,97.0,316,VIWACO,https://viwaco.vn,277,7577,VAV
UPCOM,Ngân hàng,NH,1330,0.0,713.9,713.9,2011.0,2610,2025-05-02 00:00:00,-2.0,5.0,-9,VietBank,http://www.vietbank.com.vn,289,8355,VBB
HNX,Hàng & Dịch vụ Công nghiệp,CT,262,4.0,2025-05-07 00:00:00,2025-05-07 00:00:00,1996.0,907,,3.0,-9.0,102,Nhựa - Bao bì Vinh,http://nhuabaobivinh.com,184,2723,VBC
UPCOM,Tài nguyên Cơ bản,CT,390,0.0,2025-06-08 00:00:00,2025-06-08 00:00:00,2010.0,335,,3.0,16.0,-76,Địa chất Việt Bắc - TKV,http://www.diachatvietbac.vn,166,1775,VBG
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,221,15.0,2025-09-02 00:00:00,2025-09-02 00:00:00,2006.0,202,,3.0,-0.13,-326,Điện tử Bình Hòa,http://www.viettronics-binhhoa.com,186,2733,VBH
HNX,Xây dựng và Vật liệu,CT,681,0.0,12.0,12.0,2009.0,115,,3.0,65.0,-121,Xây dựng số 1,https://www.vinaconex1.com.vn,181,2357,VC1
HNX,Xây dựng và Vật liệu,CT,3963,2.0,68.8,68.8,2003.0,263,2025-03-02 00:00:00,-8.0,-26.0,-166,Đầu tư và Xây dựng VINA2,https://vina2.com.vn,181,2357,VC2
HNX,Bất động sản,CT,961,2.0,125.2,125.2,2002.0,72,2025-02-02 00:00:00,-5.0,-23.0,0.09,Tập đoàn Nam Mê Kông,https://nammekong.net,339,8637,VC3
UPCOM,Xây dựng và Vật liệu,CT,0,13.0,5.0,5.0,2007.0,3,,3.0,-95.0,-188,Xây dựng Số 5,http://www.vina5.vn,181,2357,VC5
HNX,Xây dựng và Vật liệu,CT,815,102.0,2025-07-09 00:00:00,2025-07-09 00:00:00,2000.0,270,,29.0,42.0,784,Visicons,http://visicons.vn,181,2357,VC6
HNX,Xây dựng và Vật liệu,CT,0,2.0,96.1,96.1,2001.0,25,2.0,3.0,-33.0,-204,BGI Group,https://bgi.vn,181,2357,VC7
HNX,Xây dựng và Vật liệu,CT,1277,1.0,2025-07-16 00:00:00,17.0,2005.0,70,,3.0,-26.0,-255,Xây dựng số 9,https://vc9.vn,181,2357,VC9
HOSE,Tài nguyên Cơ bản,CT,732,1.0,2025-02-15 00:00:00,2025-02-15 00:00:00,2007.0,306,2025-08-02 00:00:00,87.0,-0.28,245,Thép VICASA - VNSTEEL,https://vicasasteel.com,159,1757,VCA
HOSE,Ngân hàng,NH,25183,229.0,5589-01-01 00:00:00,5589-01-01 00:00:00,2008.0,23989,2025-08-02 00:00:00,11.0,12.0,-46,Vietcombank,https://vietcombank.com.vn,289,8355,VCB
HNX,Xây dựng và Vật liệu,CT,646,0.0,24.0,24.0,2007.0,449,2025-08-01 00:00:00,-42.0,-59.0,-393,Vinaconex 25,https://vinaconex25.com.vn,181,2357,VCC
UPCOM,Xây dựng và Vật liệu,CT,110,0.0,5.0,5.0,2014.0,4,,3.0,16.0,-76,Xây lắp Môi trường,http://moitruongnhanco.vn,181,2357,VCE
HOSE,Thực phẩm và đồ uống,CT,428,6.0,2025-06-26 00:00:00,2025-06-26 00:00:00,1998.0,231,2025-05-02 00:00:00,1.0,11.0,176,VinaCafé Biên Hòa,https://www.vinacafebienhoa.com,216,3537,VCF
HOSE,Xây dựng và Vật liệu,CT,35606,51.0,598.6,598.6,2006.0,3683,2025-06-02 00:00:00,86.0,0.13,-161,VINACONEX,http://www.vinaconex.com.vn,181,2357,VCG
HOSE,Dịch vụ tài chính,CK,15669,251.0,718.1,718.1,2007.0,386,2025-01-02 00:00:00,22.0,-37.0,-0.04,Chứng khoán Vietcap,https://www.vietcap.com.vn,300,8777,VCI
HNX,Hàng & Dịch vụ Công nghiệp,CT,656,0.0,6.0,6.0,2007.0,20,,-33.0,-32.0,109,BV Life,https://bvlife.com.vn,196,2793,VCM
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,491,0.0,83.8,83.8,2004.0,771,2025-05-02 00:00:00,-32.0,7.0,101,Xây dựng và Năng lượng VCP,https://vcpholdings.com.vn,274,7535,VCP
UPCOM,Bất động sản,CT,1712,0.0,210.0,210.0,2008.0,55,2025-01-02 00:00:00,-12.0,9.0,-33,Vinaconex - ITC,https://vinaconexitc.com.vn,336,8633,VCR
HNX,Xây dựng và Vật liệu,CT,4759,17.0,160.0,160.0,2005.0,834,2025-06-02 00:00:00,-0.01,-19.0,81,VICOSTONE,https://vicostone.com,180,2353,VCS
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,191,0.0,2025-01-01 00:00:00,2025-01-01 00:00:00,2004.0,15,,3.0,16.0,-625,Tư vấn XD Vinaconex,http://vinaconsult.com.vn,195,2791,VCT
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,159,1.0,75.0,75.0,2009.0,148,2025-01-02 00:00:00,-145.0,39.0,-96,Đầu tư Nước sạch Sông Đà,http://www.viwasupco.com.vn,277,7577,VCW
UPCOM,Xây dựng và Vật liệu,CT,677,0.0,2025-05-26 00:00:00,2025-05-26 00:00:00,2012.0,338,,55.0,161.0,1026,Xi măng Yên Bình,http://www.ximangyenbinh.com,180,2353,VCX
UPCOM,Tài nguyên Cơ bản,CT,520,0.0,2025-07-08 00:00:00,2025-07-08 00:00:00,2012.0,484,,3.0,16.0,-76,Vận tải và CB Than Đông Bắc,http://www.vtcbdongbac.com.vn,160,1771,VDB
HNX,Thực phẩm và đồ uống,CT,263,7.0,2025-07-14 00:00:00,2025-07-14 00:00:00,2003.0,101,2025-08-02 00:00:00,3.0,16.0,-391,Thực phẩm Lâm Đồng,https://ladofoods.vn,215,3535,VDL
UPCOM,Hàng cá nhân & Gia dụng,CT,0,0.0,2025-03-03 00:00:00,2025-03-03 00:00:00,2005.0,2511,,3.0,0.0,116,Vinatex Đà Nẵng,https://vinatexdn.com.vn,226,3763,VDN
HOSE,Y tế,CT,511,2.0,2025-01-22 00:00:00,2025-01-22 00:00:00,2003.0,607,2025-01-03 00:00:00,25.0,0.09,108,Dược phẩm VIDIPHA,http://www.vidipha.com.vn,238,4577,VDP
HOSE,Dịch vụ tài chính,CK,5223,32.0,243.0,243.0,2006.0,447,2025-03-02 00:00:00,-29.0,-96.0,139,Chứng khoán Rồng Việt,http://www.vdsc.com.vn,300,8777,VDS
UPCOM,Tài nguyên Cơ bản,CT,0,0.0,2.0,2.0,2004.0,68,,-0.19,-333.0,-623,Lưới thép Bình Tây,https://luoithepbinhtay.com.vn,159,1757,VDT
HNX,Xây dựng và Vật liệu,CT,0,256.0,2025-09-05 00:00:00,6.0,2004.0,8,,-54.0,116.0,-272,VNECO 1,http://vneco1.com.vn,181,2357,VE1
UPCOM,Xây dựng và Vật liệu,CT,235,7.0,2025-01-02 00:00:00,2025-02-02 00:00:00,2004.0,35,,3.0,16.0,-76,Xây dựng Điện VNECO 2,http://vneco2.com.vn/vn/introductions.aspx,181,2357,VE2
HNX,Xây dựng và Vật liệu,CT,0,2.0,2025-03-01 00:00:00,2025-03-01 00:00:00,2003.0,53,,3.0,266.0,-95,Xây dựng điện VNECO 3,https://vneco3.com.vn,181,2357,VE3
HNX,Xây dựng và Vật liệu,CT,115,1.0,1.0,1.0,1989.0,69,,3.0,16.0,-176,Xây dựng điện VNECO4,http://www.vneco4.com.vn,181,2357,VE4
HNX,Xây dựng và Vật liệu,CT,0,7.0,2025-08-01 00:00:00,2025-08-01 00:00:00,2003.0,7,,203.0,445.0,319,Xây dựng Điện Vneco 8,http://www.vneco8.com.vn,181,2357,VE8
UPCOM,Xây dựng và Vật liệu,CT,0,2.0,12.0,2025-05-12 00:00:00,2004.0,4,,3.0,16.0,-126,VNECO 9,http://vneco9.com,181,2357,VE9
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,1912,19.0,1328.8,1328.8,2010.0,680,2025-07-02 00:00:00,-6.0,34.0,142,Máy động lực và Máy NN,http://veamcorp.com,189,2757,VEA
UPCOM,Công nghệ Thông tin,CT,650,0.0,43.8,43.8,2007.0,76,2025-09-02 00:00:00,-6.0,-107.0,-0.14,Điện tử và Tin học VN,http://www.veic.com.vn,311,9572,VEC
UPCOM,Truyền thông,CT,0,0.0,166.6,166.6,2011.0,73,2025-02-02 00:00:00,-5.0,-17.0,0.42,Hội chợ Triển lãm Việt Nam,http://vefac.vn,255,5555,VEF
UPCOM,Bất động sản,CT,417,1.0,9.0,9.0,2004.0,7,,128.0,516.0,-294,MÊ CA VNECO,http://www.mecavneco.com.vn,336,8633,VES
UPCOM,Hóa chất,CT,589,0.0,16.0,16.0,2005.0,286,2.0,3.0,16.0,-495,Thuốc thú y trung ương Navetco,https://navetco.com.vn,151,1357,VET
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,447.0,33.8,34.0,2001.0,692,2025-01-02 00:00:00,3.0,-131.0,461,Vận tải biển VINAFCO,http://www.vinafco.com.vn,191,2773,VFC
HOSE,Hóa chất,CT,729,21.0,41.7,41.7,2001.0,1450,2025-09-02 00:00:00,38.0,3.0,1.33,Khử trùng Việt Nam,https://www.vfc.com.vn,151,1357,VFG
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,502,2.0,15.0,15.0,2006.0,98,,-35.0,93.0,-143,Vận tải Vietfracht,https://vietfracht.vn,191,2773,VFR
HNX,Dịch vụ tài chính,CK,1166,9.0,120.0,120.0,2008.0,115,2025-07-02 00:00:00,96.0,124.0,-104,Chứng khoán Nhất Việt,https://www.vfs.com.vn,300,8777,VFS
HOSE,Xây dựng và Vật liệu,CT,5652,48.0,448.4,448.4,2010.0,6344,2025-06-02 00:00:00,28.0,0.13,-69,Tổng Công ty Viglacera,http://www.viglacera.com.vn,180,2353,VGC
UPCOM,Hàng cá nhân & Gia dụng,CT,1425,151.0,44.1,44.1,2012.0,4275,2025-07-02 00:00:00,-14.0,0.01,267,May Việt Tiến,https://www.viettien.com.vn,226,3763,VGG
UPCOM,Viễn thông,CT,9648,0.0,3043-08-01 00:00:00,3043-08-01 00:00:00,2007.0,5045,2025-06-02 00:00:00,-42.0,-29.0,2177,Đầu tư Quốc tế Viettel,http://www.viettelglobal.vn,269,6575,VGI
UPCOM,Tài nguyên Cơ bản,CT,142,0.0,2025-03-09 00:00:00,2025-03-09 00:00:00,2015.0,218,2025-03-03 00:00:00,3.0,16.0,0.02,Mạ kẽm công nghiệp Vingal-Vnsteel,https://vingal.com,159,1757,VGL
HNX,Hàng & Dịch vụ Công nghiệp,CT,0,12.0,2025-08-07 00:00:00,2025-02-08 00:00:00,2001.0,24,,12.0,1.0,44,Cảng Rau Quả,https://www.vegeport.com.vn,193,2777,VGP
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,117,221.0,63.3,63.3,2014.0,192,2025-03-03 00:00:00,6.0,34.0,716,Cảng xanh VIP,http://www.vipgreenport.com.vn,193,2777,VGR
HNX,Tài nguyên Cơ bản,CT,6211,9.0,55.9,55.9,2007.0,391,2.0,-24.0,-173.0,207,Ống thép Việt Đức,https://vgpipe.com.vn,159,1757,VGS
UPCOM,Hàng cá nhân & Gia dụng,CT,14067,141.0,500.0,500.0,2010.0,27228,2025-02-02 00:00:00,-0.01,-3.0,111,VINATEX,http://vinatex.com.vn,226,3763,VGT
UPCOM,Bất động sản,CT,222,69.0,35.8,35.8,2010.0,460,2025-03-02 00:00:00,0.02,4.0,-0.03,Tư vấn Xây dựng Việt Nam,http://vncc.vn,336,8633,VGV
HOSE,Thực phẩm và đồ uống,CT,6422,275.0,224.5,224.5,2007.0,3743,2025-03-02 00:00:00,-8.0,-57.0,38,Thủy sản Vĩnh Hoàn,https://www.vinhhoan.com,217,3573,VHC
UPCOM,Bất động sản,CT,203,0.0,38.0,38.0,2007.0,32,2025-02-02 00:00:00,-203.0,-268.0,-0.36,PT Nhà và Đô thị Vinaconex,https://vinahud.com.vn,336,8633,VHD
HNX,Y tế,CT,902,0.0,33.1,33.1,2016.0,29,,-0.03,16.0,-42,Dược liệu và Thực phẩm VN,https://vinaherbfoods.com,238,4577,VHE
UPCOM,Thực phẩm và đồ uống,CT,180,0.0,2025-05-21 00:00:00,2025-05-21 00:00:00,2006.0,118,2025-08-02 00:00:00,3.0,16.0,738,Chế biến lương thực Vĩnh Hà,http://www.vinhha.com.vn,218,3577,VHF
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,19723,4.0,150.0,150.0,2003.0,2,2025-05-02 00:00:00,-0.08,81.0,-405,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,http://viettrungnam.com.vn,185,2727,VHG
UPCOM,Xây dựng và Vật liệu,CT,0,0.0,2025-05-07 00:00:00,2025-05-07 00:00:00,2004.0,79,,153.0,446.0,0.01,Kinh doanh nhà Thành Đạt,https://www.thanhdathouse.com.vn,180,2353,VHH
HNX,Xây dựng và Vật liệu,CT,470,14.0,25.0,25.0,2006.0,1410,2025-08-02 00:00:00,-49.0,-64.0,-419,Viglacera Hạ Long,https://viglacerahalong.vn,180,2353,VHL
HOSE,Bất động sản,CT,31513,123.0,4107-04-01 00:00:00,4107-04-01 00:00:00,2008.0,9440,2025-03-02 00:00:00,-7.0,0.0,-115,Vinhomes,https://vinhomes.vn/vi,336,8633,VHM
HOSE,Ngân hàng,NH,29187,0.05,2979-01-01 00:00:00,2979-01-01 00:00:00,1996.0,11533,2025-08-02 00:00:00,16.0,39.0,75,VIBBank,https://www.vib.com.vn,289,8355,VIB
HOSE,Bất động sản,CT,54638,0.1,3823-07-01 00:00:00,3823-07-01 00:00:00,2002.0,327,2.0,-5.0,7.0,-137,VinGroup,http://www.vingroup.net,336,8633,VIC
HOSE,Tài nguyên Cơ bản,CT,3501,7.0,40.8,40.8,1974.0,29,2025-03-02 00:00:00,31.0,14.0,-57,Viễn Đông,http://www.dautuviendong.vn,156,1737,VID
UPCOM,Công nghệ Thông tin,CT,243,1.0,2025-01-05 00:00:00,2025-01-05 00:00:00,2006.0,21,,3.0,16.0,-415,CN Viễn thông VI TE CO,http://viteco.vn,314,9578,VIE
HNX,Tài nguyên Cơ bản,CT,857,0.0,350.0,350.0,2010.0,1919,2025-04-02 00:00:00,-27.0,-41.0,-75,Lâm nghiệp Việt Nam,http://www.vinafor.com.vn,155,1733,VIF
HNX,Dịch vụ tài chính,CK,0,24.0,45.1,45.1,2008.0,20,2025-06-02 00:00:00,0.02,52.0,-303,Chứng khoán Đầu tư Tài chính Việt Nam,https://visc.com.vn,300,8777,VIG
UPCOM,Xây dựng và Vật liệu,CT,371,0.0,2025-06-05 00:00:00,2025-06-05 00:00:00,2008.0,324,,3.0,16.0,396,Viglacera Hà Nội,https://viglacerahanoi.com.vn,180,2353,VIH
UPCOM,Tài nguyên Cơ bản,CT,136,7.0,2025-03-01 00:00:00,2025-03-01 00:00:00,2008.0,55,,3.0,2.0,-45,Khoáng sản Viglacera,http://khoangsanviglacera.com,166,1775,VIM
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,266,2.0,2025-05-25 00:00:00,2025-05-25 00:00:00,1975.0,145,2025-07-02 00:00:00,105.0,-81.0,-292,Kho vận ngoại thương VN,http://vinatrans.com,193,2777,VIN
HOSE,Hàng & Dịch vụ Công nghiệp,CT,5303,97.0,68.5,68.5,2005.0,453,2025-07-02 00:00:00,28.0,2.0,247,Vận tải Xăng dầu VIPCO,http://www.vipco.com.vn,191,2773,VIP
UPCOM,Du lịch và Giải trí,CT,0,0.0,2025-02-08 00:00:00,2025-02-08 00:00:00,2007.0,105,,3.0,16.0,-279,Du lịch Vũng Tàu,https://www.intourcoresort.com,259,5753,VIR
HNX,Xây dựng và Vật liệu,CT,549,1.0,50.0,50.0,2007.0,843,2.0,-22.0,21.0,-18,Viglacera Tiên Sơn,https://www.viglaceratienson.com,180,2353,VIT
UPCOM,Xây dựng và Vật liệu,CT,184,0.0,58.0,58.0,2013.0,289,2025-05-02 00:00:00,3.0,192.0,-86,Đầu tư nước và môi trường VN - Viwaseen,http://viwaseen.com.vn,181,2357,VIW
HOSE,Dịch vụ tài chính,CK,45044,0.05,1458.5,1458.5,2007.0,68,2025-03-02 00:00:00,-12.0,-47.0,-371,Chứng khoán VIX,https://www.vixs.vn,300,8777,VIX
HOSE,Du lịch và Giải trí,CT,6067,131.0,541.6,541.6,2007.0,6299,2025-07-01 00:00:00,-1.0,-18.0,-136,Vietjet Air,http://www.vietjetair.com,257,5751,VJC
UPCOM,Ô tô và phụ tùng,CT,128,8.0,2025-03-19 00:00:00,20.0,2003.0,30,,3.0,16.0,-76,VKC Holdings,https://vkcholdings.vn,213,3357,VKC
UPCOM,Hóa chất,CT,0,0.0,8.0,8.0,2000.0,0,,3.0,16.0,-76,Nhựa Tân Hóa,http://www.tanhoaplastic.vn,150,1353,VKP
HNX,Công nghệ Thông tin,CT,172,18.0,4.0,4.0,2007.0,16,,76.0,46.0,-0.52,PT Công nghệ Văn Lang,https://vla.vn,310,9537,VLA
UPCOM,Xây dựng và Vật liệu,CT,2047,0.0,46.7,46.9,2005.0,638,2025-08-02 00:00:00,45.0,26.0,142,VLXD Biên Hòa,http://www.bbcc.com.vn,180,2353,VLB
UPCOM,Thực phẩm và đồ uống,CT,7281,2.0,212.5,212.5,2014.0,886,2025-05-02 00:00:00,-0.03,4.0,45,Chăn nuôi Việt Nam,http://www.vilico.vn,217,3573,VLC
UPCOM,Thực phẩm và đồ uống,CT,638,2.0,12.0,12.0,1993.0,22,,3.0,16.0,-167,Lương thực Vĩnh Long,http://www.vinhlongfood.com.vn,218,3577,VLF
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,3.0,2025-02-14 00:00:00,2025-02-14 00:00:00,2007.0,95,,47.0,363.0,2.32,VIMC Logistics,https://vimclogistics.com.vn,194,2779,VLG
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,205,0.0,2025-05-03 00:00:00,2025-05-03 00:00:00,2010.0,264,,3.0,16.0,12848,Công trình Công cộng Vĩnh Long,https://vipuco.vn,199,2799,VLP
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,302,2.0,2025-09-28 00:00:00,2025-09-28 00:00:00,2008.0,236,3.0,3.0,71.0,802,Cấp nước Vĩnh Long,http://capnuocvl.com.vn,277,7577,VLW
UPCOM,Ô tô và phụ tùng,CT,0,376.0,2025-07-02 00:00:00,2025-07-02 00:00:00,2008.0,330,,3.0,16.0,-76,CN Ô tô - Vinacomin,http://vmicauto.vn,211,3353,VMA
HNX,Xây dựng và Vật liệu,CT,0,2.0,2025-01-26 00:00:00,2025-01-26 00:00:00,2002.0,659,2.0,-76.0,2.0,-149,VIMECO,https://vimeco.com.vn,181,2357,VMC
HOSE,Y tế,CT,364,12.0,2025-04-15 00:00:00,2025-04-15 00:00:00,2006.0,166,2025-08-02 00:00:00,-15.0,-13.0,9,Y Dược phẩm Vimedimex,https://vietpharm.com.vn,238,4577,VMD
UPCOM,"Điện, nước & xăng dầu khí đốt",CT,1314,7.0,2025-06-09 00:00:00,2025-06-09 00:00:00,2006.0,90,,57.0,-215.0,-139,Vimexco Gas,http://vimexcogas.vn,275,7573,VMG
HNX,Hàng & Dịch vụ Công nghiệp,CT,315,0.0,9.0,9.0,2013.0,128,,3.0,336.0,-282,Phát triển Hàng Hải,http://vimadeco.com.vn,193,2777,VMS
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,123,0.0,2025-02-03 00:00:00,2025-02-03 00:00:00,2002.0,47,,3.0,-0.04,-423,Giao nhận Vận tải Miền Trung,http://www.vinatransdn.com.vn,194,2779,VMT
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,0,18.0,34.0,34.0,2006.0,466,2025-03-02 00:00:00,-45.0,-64.0,782,Vận tải biển Vinaship,http://www.vinaship.com.vn,191,2773,VNA
UPCOM,Truyền thông,CT,0,0.01,67.9,67.9,2010.0,55,2025-06-02 00:00:00,5.0,1.0,156,Sách Việt Nam,https://savina.com.vn,256,5557,VNB
HNX,Hàng & Dịch vụ Công nghiệp,CT,795,27.0,2025-05-10 00:00:00,2025-05-10 00:00:00,2004.0,1006,2025-09-02 00:00:00,3.0,23.0,-182,VINACONTROL,http://www.vinacontrol.vn,195,2791,VNC
HOSE,Dịch vụ tài chính,CK,63488,115.0,1522.3,1522.3,2006.0,1148,2025-02-02 00:00:00,41.0,-52.0,-406,Chứng khoán VNDIRECT,http://www.vndirect.com.vn,300,8777,VND
HOSE,Xây dựng và Vật liệu,CT,0,24.0,82.1,90.4,1988.0,150,2025-09-01 00:00:00,0.0,-26.0,-546,Xây dựng điện Việt Nam,https://vneco.vn,181,2357,VNE
HNX,Hàng & Dịch vụ Công nghiệp,CT,555,5.0,2025-07-31 00:00:00,2025-07-31 00:00:00,2001.0,204,2025-04-02 00:00:00,-9.0,28.0,1117,VINAFREIGHT,https://www.vinafreight.com,194,2779,VNF
HOSE,Du lịch và Giải trí,CT,1870,3.0,97.3,97.3,2006.0,1155,2025-09-01 00:00:00,-15.0,-73.0,-165,DL Thành Thành Công,https://ttchospitality.vn,259,5753,VNG
UPCOM,Thực phẩm và đồ uống,CT,0,18.0,8.0,8.0,2000.0,7,,3.0,-69.0,-619,Đầu tư Việt Việt Nhật,http://vietnhat.com,217,3573,VNH
UPCOM,Bất động sản,CT,477,0.0,2025-04-10 00:00:00,2025-06-10 00:00:00,2007.0,46,,0.18,919.0,827,ĐT BĐS Việt Nam,https://www.vinalandinvest.com.vn,336,8633,VNI
HOSE,Hàng & Dịch vụ Công nghiệp,CT,1313,0.12,2025-01-14 00:00:00,2025-01-14 00:00:00,1999.0,329,,11.0,0.11,244,Vinalink Logistics,http://www.vinalinklogistics.com,194,2779,VNL
HOSE,Thực phẩm và đồ uống,CT,0,513.0,2090.0,2090.0,2003.0,10072,2025-03-02 00:00:00,4.0,-12.0,-0.1,VINAMILK,https://www.vinamilk.com.vn,218,3577,VNM
UPCOM,Hóa chất,CT,489,8.0,2025-04-19 00:00:00,2025-04-19 00:00:00,2007.0,28,2025-03-02 00:00:00,14.0,-88.0,-284,Nhựa Việt Nam,https://www.vinaplast.com.vn,150,1353,VNP
HNX,Bảo hiểm,BH,1281,278.0,182.4,165.8,2004.0,104,2025-05-02 00:00:00,-6.0,25.0,22,Tái bảo hiểm Quốc gia,http://www.vinare.com.vn,293,8538,VNR
HOSE,Du lịch và Giải trí,CT,1385,26.0,67.9,67.9,1995.0,1835,2025-06-02 00:00:00,3.0,56.0,-0.2,Ánh Dương Việt Nam,https://vinasun.vn,262,5759,VNS
HNX,Hàng & Dịch vụ Công nghiệp,CT,158,105.0,2025-06-16 00:00:00,2025-07-16 00:00:00,2002.0,420,2025-05-02 00:00:00,3.0,-191.0,-0.15,Vận tải ngoại thương,https://vntlogistics.com,194,2779,VNT
UPCOM,Truyền thông,CT,225,0.0,2025-08-01 00:00:00,2025-02-01 00:00:00,2006.0,71,,3.0,14.0,0.32,QC và Hội chợ Thương mại,https://vinexad.com.vn,255,5555,VNX
UPCOM,Hóa chất,CT,266,0.0,2025-02-16 00:00:00,2025-02-16 00:00:00,2000.0,83,,3.0,-2.0,72,Thuốc thú y Trung ương I,https://vinavetco.com,151,1357,VNY
UPCOM,Truyền thông,CT,373,0.49,2025-07-28 00:00:00,2025-07-28 00:00:00,2004.0,3532,2025-08-01 00:00:00,-4.0,-26.0,-482,CTCP VNG,https://vng.com.vn,254,5553,VNZ
UPCOM,Thực phẩm và đồ uống,CT,1303,3.0,121.8,121.8,2015.0,57,2025-03-02 00:00:00,-14.0,-0.01,-252,Dầu thực vật Việt Nam,https://www.vocarimex.com.vn,218,3577,VOC
HOSE,Hàng & Dịch vụ Công nghiệp,CT,0,13.0,140.0,140.0,2008.0,716,2025-09-02 00:00:00,21.0,54.0,366,Vận tải Biển Việt Nam,https://www.vosco.vn,191,2773,VOS
UPCOM,Hàng & Dịch vụ Công nghiệp,CT,957,1.0,2025-01-15 00:00:00,2025-01-15 00:00:00,2008.0,40,,3.0,134.0,0.19,Vận tải Hóa dầu VP,https://vptrans.vn,191,2773,VPA
HOSE,Ngân hàng,NH,46009,251.0,7933-09-01 00:00:00,7933-09-01 00:00:00,1993.0,25351,2025-03-02 00:00:00,-13.0,-23.0,-75,VPBank,https://www.vpbank.com.vn,289,8355,VPB
UPCOM,Xây dựng và Vật liệu,CT,423,4.0,2025-06-05 00:00:00,2025-06-05 00:00:00,2004.0,58,,3.0,16.0,-182,V- Power,https://www.v-power.vn,181,2357,VPC
